,lon,lat
155,11.220498481508516,52.08690124219373
156,11.220481268688667,52.086882989871505
157,11.22045254893481,52.086847561184314
158,11.22043626964185,52.08682427507757
159,11.22042756031039,52.08681206217986
160,11.22040502088442,52.086776517017285
161,11.220385180908217,52.08674092098226
162,11.22037246494624,52.08671522567294
163,11.220367353900983,52.08670528701198
164,11.220350944379335,52.08666962632842
165,11.22033655598556,52.086633927557386
166,11.220324093194144,52.08659819249962
167,11.220313494766005,52.086562422309655
168,11.220304710239379,52.08652661793881
169,11.220297319104034,52.086490787311234
170,11.220291755620957,52.08645492224433
171,11.220288029645069,52.086419022552576
172,11.220286175272996,52.086383087593646
173,11.220286231360701,52.086347116635444
174,11.22028825964386,52.086311108514636
175,11.220292261122243,52.08627589453844
176,11.220292349338767,52.086275061549934
