features,site,L,epoch,unit1,unit2,dropout,mse,rmse,mae,test_r2
col2,Torgnon,14,50,32,128,0.3,2.0563879126423106,1.4340111270985,0.829879359745487,0.7663181141709613
col2,Torgnon,14,100,32,128,0.3,2.453054280959416,1.5662229346294914,0.8895678394857811,0.7212421124966505
col2,Torgnon,14,150,32,128,0.3,2.074223821365378,1.4402165883523832,0.7992487163954917,0.7642912938613021
col2,Torgnon,3,50,64,32,0.1,1.002844658575821,1.0014213192137569,0.5979338515887198,0.8855700262549351
col2,Torgnon,3,100,64,32,0.1,0.9961211683347105,0.9980586998442078,0.5716147215987212,0.8863372126832479
col2,Torgnon,3,150,64,32,0.1,1.1261307806935839,1.0611930930295315,0.6017763881003381,0.8715024160857776
col2,Torgnon,3,50,64,32,0.2,0.9904832287258671,0.9952302390531887,0.5581003981037592,0.8869805319410206
col2,Torgnon,3,100,64,32,0.2,1.1338599500869615,1.0648286012720365,0.6187036922197945,0.8706204762527316
col2,Torgnon,3,150,64,32,0.2,1.148412587148289,1.0716401388284638,0.6302569320081884,0.868959942028803
col2,Torgnon,3,50,64,32,0.3,0.9893883260115379,0.9946800118689115,0.5983610106054444,0.8871054662344654
col2,Torgnon,3,100,64,32,0.3,1.25085834677825,1.1184177872236518,0.6183919135880038,0.8572703294008635
col2,Torgnon,3,150,64,32,0.3,1.1484930898777468,1.07167769869385,0.6090208244142657,0.8689507562340346
col2,Torgnon,5,50,64,32,0.1,0.9868178763628768,0.9933870727782181,0.5953684952952135,0.8876351640074955
col2,Torgnon,5,100,64,32,0.1,1.5487089782007144,1.2444713649581152,0.6783097454914336,0.8236549676450623
col2,Torgnon,5,150,64,32,0.1,1.6542611060563894,1.2861808216795916,0.7058043911403387,0.8116361870582366
col2,Torgnon,5,50,64,32,0.2,1.298057328193183,1.139323188648938,0.6444156807249468,0.8521956256722079
col2,Torgnon,5,100,64,32,0.2,1.1894788578430826,1.0906323201900274,0.6253006411019885,0.8645590032573133
col2,Torgnon,5,150,64,32,0.2,1.5673609675513311,1.2519428771119436,0.7018412914976633,0.8215311434070575
col2,Torgnon,5,50,64,32,0.3,0.9984236844627842,0.9992115313900176,0.5836134014665036,0.886313659041946
col2,Torgnon,5,100,64,32,0.3,1.146916895198949,1.070942059683412,0.6264176453191039,0.8694053564361328
col2,Torgnon,5,150,64,32,0.3,1.286463199508588,1.1342236108936314,0.6417003526960752,0.8535158007514456
col2,Torgnon,7,50,64,32,0.1,1.3974621936047973,1.1821430512441367,0.7152824547067619,0.8408768082223245
col2,Torgnon,7,100,64,32,0.1,1.5724407374979628,1.2539699906688209,0.7371418991390332,0.8209527311887496
col2,Torgnon,7,150,64,32,0.1,1.5696978319914676,1.252875824649621,0.7253751556283317,0.8212650543993061
col2,Torgnon,7,50,64,32,0.2,1.2798162164676967,1.1312896253690727,0.6591248135931096,0.8542726649886314
col2,Torgnon,7,100,64,32,0.2,1.3753070653404202,1.1727348657477614,0.6686533492084173,0.8433995202783677
col2,Torgnon,7,150,64,32,0.2,1.5711363627530763,1.2534497846954527,0.7042655299328374,0.8211012549009691
col2,Torgnon,7,50,64,32,0.3,1.3649364045997334,1.168304927918963,0.6837552215511431,0.8445803841653863
col2,Torgnon,7,100,64,32,0.3,1.1643832959194964,1.0790659367802768,0.6221945891983505,0.8674165302308584
col2,Torgnon,7,150,64,32,0.3,1.2215930982763155,1.1052570281506087,0.6242145470561326,0.8609022886337355
col2,Torgnon,14,50,64,32,0.1,1.5662124878011765,1.2514841140826265,0.7483073422333214,0.8220202105311486
col2,Torgnon,14,100,64,32,0.1,1.7751914154946298,1.3323630944658553,0.7693196854897214,0.7982724586494583
col2,Torgnon,14,150,64,32,0.1,1.8881321665640196,1.3740932161116362,0.7789726329281212,0.7854382032375351
col2,Torgnon,14,50,64,32,0.2,1.537426103877419,1.2399298786130686,0.7621659379045623,0.8252914106972976
col2,Torgnon,14,100,64,32,0.2,1.8115593444369285,1.3459418057393597,0.8014515857756972,0.7941397139631639
col2,Torgnon,14,150,64,32,0.2,1.5320247643734795,1.2377498795691637,0.6967579614073499,0.8259052030627962
col2,Torgnon,14,50,64,32,0.3,1.6390802708189285,1.2802657032112235,0.7706162806388652,0.8137397295736964
col2,Torgnon,14,100,64,32,0.3,1.8180946306790757,1.3483673945475971,0.790136130683172,0.7933970632190563
col2,Torgnon,14,150,64,32,0.3,1.8474541917652854,1.359210870970831,0.7894735480358117,0.790060728882738
col2,Torgnon,3,50,64,64,0.1,0.9669598220481692,0.9833411524227842,0.5764549110344176,0.8896646792668349
col2,Torgnon,3,100,64,64,0.1,1.0573542423077469,1.0282773178028128,0.5926402564157167,0.8793501893320792
col2,Torgnon,3,150,64,64,0.1,1.1700051137330565,1.0816677464605555,0.6339043694697133,0.8664961185153055
col2,Torgnon,3,50,64,64,0.2,1.0688494808476585,1.0338517692820661,0.5846145259023191,0.8780385207370812
col2,Torgnon,3,100,64,64,0.2,1.1976430667250806,1.0943687983148462,0.6277038779502745,0.86334247930688
col2,Torgnon,3,150,64,64,0.2,1.1274170277834936,1.0617989582701113,0.6236302950938061,0.8713556483690934
col2,Torgnon,3,50,64,64,0.3,1.0723698901110466,1.0355529393087766,0.5764815151501588,0.877636823090156
col2,Torgnon,3,100,64,64,0.3,1.1268558034722962,1.0615346454413517,0.6054206698996094,0.8714196870840093
col2,Torgnon,3,150,64,64,0.3,1.1842880692435833,1.0882500030983613,0.6325967169582991,0.864866356407989
col2,Torgnon,5,50,64,64,0.1,1.0555597887649286,1.0274043939778186,0.6033313455781861,0.8798078091349464
col2,Torgnon,5,100,64,64,0.1,1.3416912107247612,1.1583139517094496,0.6538028435588346,0.8472272174463176
col2,Torgnon,5,150,64,64,0.1,1.2300522589881595,1.1090772105620779,0.6189259405318542,0.8599390792829646
col2,Torgnon,5,50,64,64,0.2,1.3713801920814424,1.1710594314898977,0.646709996617695,0.8438466569590841
col2,Torgnon,5,100,64,64,0.2,1.2760380161253035,1.1296185268157137,0.6353050427196312,0.8547028729043864
col2,Torgnon,5,150,64,64,0.2,1.4109919140623863,1.187851806439838,0.6370580603146132,0.839336235380409
col2,Torgnon,5,50,64,64,0.3,1.4610428919455936,1.2087360720792582,0.6592656928329,0.8336371392697473
col2,Torgnon,5,100,64,64,0.3,1.5420827530676056,1.2418062461864192,0.7077354286000879,0.8244094682658611
col2,Torgnon,5,150,64,64,0.3,2.0283380147093295,1.4241973229539961,0.751715837262478,0.7690416095823072
col2,Torgnon,7,50,64,64,0.1,1.2866502640047734,1.1343060715718547,0.6437564260162522,0.8534945004974297
col2,Torgnon,7,100,64,64,0.1,1.3883070534085882,1.1782644242310756,0.6782253542264978,0.8419192658543517
col2,Torgnon,7,150,64,64,0.1,2.0341898644010183,1.4262502811221522,0.8248208833745235,0.768375283863439
col2,Torgnon,7,50,64,64,0.2,1.1900028429320113,1.090872514518544,0.6291716609588661,0.8644993392605512
col2,Torgnon,7,100,64,64,0.2,1.3877604137546504,1.1780324332354566,0.6740192486663747,0.8419815094319489
col2,Torgnon,7,150,64,64,0.2,1.9408860553702978,1.393156866749146,0.7269232801066554,0.7789993994680875
col2,Torgnon,7,50,64,64,0.3,1.6505087565884669,1.2847212758370847,0.7069758445071064,0.8120634514427284
col2,Torgnon,7,100,64,64,0.3,1.5012844619320538,1.2252691385699934,0.6820230124093685,0.8290549995255067
col2,Torgnon,7,150,64,64,0.3,2.1919175270770572,1.4805125893004278,0.7931379141755555,0.7504154927281221
col2,Torgnon,14,50,64,64,0.1,1.3153568236070698,1.1468900660512626,0.6723761915964147,0.8505267118188613
col2,Torgnon,14,100,64,64,0.1,1.7407139731951788,1.3193611989122536,0.7437278337414847,0.8021903739832171
col2,Torgnon,14,150,64,64,0.1,1.9864727105032653,1.409422828856999,0.7859255334147994,0.7742630725047114
col2,Torgnon,14,50,64,64,0.2,1.4836444473434416,1.2180494437187028,0.7209553488841648,0.8314030002688007
col2,Torgnon,14,100,64,64,0.2,2.1666100971638294,1.4719409285578784,0.7959945256276544,0.7537927886811372
col2,Torgnon,14,150,64,64,0.2,2.120849412273838,1.456313638016838,0.7466049063055223,0.7589928985807238
col2,Torgnon,14,50,64,64,0.3,1.623531758765932,1.2741788566625691,0.7495373476216165,0.8155066168404627
col2,Torgnon,14,100,64,64,0.3,1.357284159528969,1.1650253900791043,0.6995847098636189,0.845762212443144
col2,Torgnon,14,150,64,64,0.3,1.814659830434102,1.3470931038477265,0.7026929366917665,0.7937873838359774
col2,Torgnon,3,50,64,128,0.1,1.1030804156128098,1.0502763520201766,0.595793439614012,0.8741325868190524
col2,Torgnon,3,100,64,128,0.1,1.1808787644637506,1.0866824579718541,0.5981845109439589,0.8652553764352775
col2,Torgnon,3,150,64,128,0.1,1.0257493839100027,1.0127928632795566,0.600940898879171,0.882956473800709
col2,Torgnon,3,50,64,128,0.2,1.1982397167721952,1.094641364453306,0.6164968946758872,0.8632743983248032
col2,Torgnon,3,100,64,128,0.2,1.1414359877852145,1.0683800764639964,0.6444965254553829,0.8697560095703903
col2,Torgnon,3,150,64,128,0.2,1.1907680584858975,1.0912231937078214,0.6257409423578248,0.8641269547543776
col2,Torgnon,3,50,64,128,0.3,1.4177857511252139,1.1907080881245469,0.6923853341511689,0.8382230140131725
col2,Torgnon,3,100,64,128,0.3,1.0529066281532775,1.026112385732322,0.575417393449385,0.8798576860481178
col2,Torgnon,3,150,64,128,0.3,1.6339918920561218,1.278276923071101,0.6643069836255371,0.8135527295192804
col2,Torgnon,5,50,64,128,0.1,1.3029696270876086,1.1414769498713535,0.6220751152403065,0.8516362826841657
col2,Torgnon,5,100,64,128,0.1,1.7943044549688623,1.3395165004466583,0.7447914403852471,0.795690034977582
col2,Torgnon,5,150,64,128,0.1,1.514273324899866,1.230558135522197,0.6588381382209684,0.8275760118702702
col2,Torgnon,5,50,64,128,0.2,1.1978532369760835,1.0944648176054284,0.6626268246019058,0.8636054476313381
col2,Torgnon,5,100,64,128,0.2,1.2995431898311163,1.1399750829869555,0.6308900333346714,0.8520264368043803
col2,Torgnon,5,150,64,128,0.2,1.8807870946985445,1.3714179139483866,0.7091006998906496,0.785842617473107
col2,Torgnon,5,50,64,128,0.3,1.8382706251492444,1.3558283907446562,0.7993309442306528,0.7906837905429498
col2,Torgnon,5,100,64,128,0.3,1.3932263724623266,1.180350105884829,0.6309753519033995,0.8413591235100466
col2,Torgnon,5,150,64,128,0.3,1.6492542598695334,1.2842329461081168,0.68727373065603,0.8122062957521521
col2,Torgnon,7,50,64,128,0.1,1.4696959016602331,1.2123101507701044,0.7220243891662639,0.8326518571414881
col2,Torgnon,7,100,64,128,0.1,1.652302338226954,1.2854191293998054,0.6942817617415926,0.8118592237818042
col2,Torgnon,7,150,64,128,0.1,1.6354185319354055,1.2788348337199005,0.7113358760065116,0.8137817123891968
col2,Torgnon,7,50,64,128,0.2,1.1966572847280317,1.0939183172102165,0.6289975229911,0.8637416257260261
col2,Torgnon,7,100,64,128,0.2,1.4059962398829726,1.185747123075984,0.6723100870639904,0.8399050719644306
col2,Torgnon,7,150,64,128,0.2,1.8851016528528837,1.3729900410610718,0.7273514476222124,0.7853513367302213
col2,Torgnon,7,50,64,128,0.3,1.184475351010817,1.0883360469132763,0.6196248412407828,0.8651287317128487
col2,Torgnon,7,100,64,128,0.3,1.8508629556125775,1.360464242680629,0.7625531819626936,0.7892499543902334
col2,Torgnon,7,150,64,128,0.3,2.1406131861127493,1.4630834515203668,0.8540002694230535,0.7562573040655955
col2,Torgnon,14,50,64,128,0.1,1.293783022297738,1.1374458326873145,0.6666539400248939,0.8529782952693727
col2,Torgnon,14,100,64,128,0.1,3.0492025843958235,1.7461966053099014,0.9555750421069876,0.6534975692981838
col2,Torgnon,14,150,64,128,0.1,1.993129368434331,1.411782337484901,0.7768968786474586,0.773506629438164
col2,Torgnon,14,50,64,128,0.2,1.9744389111429572,1.405147291618554,0.7964122750118495,0.7756305581385827
col2,Torgnon,14,100,64,128,0.2,2.069182328201639,1.4384652683334551,0.8116002510917538,0.7648641943450358
col2,Torgnon,14,150,64,128,0.2,1.884858096877906,1.3729013427329386,0.7737746362371111,0.7858102589055748
col2,Torgnon,14,50,64,128,0.3,1.4493440773458048,1.2038870700135478,0.6959623174967118,0.8353007936259802
col2,Torgnon,14,100,64,128,0.3,2.194567071218517,1.4814071254110117,0.7928820116594202,0.7506158402177617
col2,Torgnon,14,150,64,128,0.3,2.0741723897039885,1.4401987327115617,0.7882725900236547,0.7642971384043238
col2,Torgnon,3,50,128,32,0.1,1.2045200398299793,1.0975062823646977,0.6314065606020759,0.8625577796576277
col2,Torgnon,3,100,128,32,0.1,0.8776843508502302,0.9368480937965504,0.5355144684082912,0.8998514910904789
col2,Torgnon,3,150,128,32,0.1,1.1510750408290047,1.0728816527599885,0.6073008765462172,0.8686561417321406
col2,Torgnon,3,50,128,32,0.2,1.1190690961081413,1.0578606222504652,0.5944646799416021,0.8723081923092415
col2,Torgnon,3,100,128,32,0.2,1.1047290081338599,1.0510608964916637,0.6314400414829167,0.8739444735382099
col2,Torgnon,3,150,128,32,0.2,1.1989333563482236,1.0949581527840337,0.6257153936962256,0.8631952503153935
col2,Torgnon,3,50,128,32,0.3,1.3455392142864633,1.159973798965504,0.6530655718012786,0.8464667327615683
col2,Torgnon,3,100,128,32,0.3,1.4375714174615144,1.198987663598552,0.6977141187634067,0.8359653629801533
col2,Torgnon,3,150,128,32,0.3,1.1490906815612232,1.0719564737251337,0.6398881539592982,0.8688825678061802
col2,Torgnon,5,50,128,32,0.1,1.1346520651123573,1.0652004811829354,0.604611456111335,0.8708019014868115
col2,Torgnon,5,100,128,32,0.1,1.2228703911733974,1.105834703368183,0.631697096531236,0.8607568486185789
col2,Torgnon,5,150,128,32,0.1,1.455692095226138,1.206520656775564,0.672166808831011,0.8342464121763417
col2,Torgnon,5,50,128,32,0.2,1.1759030841904536,1.0843906510987882,0.6567166461811594,0.8661048199844801
col2,Torgnon,5,100,128,32,0.2,1.3072271351899751,1.1433403409265217,0.6348060486921201,0.8511514979927671
col2,Torgnon,5,150,128,32,0.2,1.1893178119626922,1.0905584862641216,0.6312317212485038,0.8645773408800609
col2,Torgnon,5,50,128,32,0.3,1.1515703262151584,1.0731124480757637,0.6138398718172069,0.8688754896537575
col2,Torgnon,5,100,128,32,0.3,1.190370240238972,1.0910408976014474,0.6336493797474375,0.8644575052614623
col2,Torgnon,5,150,128,32,0.3,1.4803116324233645,1.2166805794551685,0.6974291661636268,0.8314430881530945
col2,Torgnon,7,50,128,32,0.1,1.366699885451244,1.1690594020199503,0.722091182291009,0.8443795839555377
col2,Torgnon,7,100,128,32,0.1,1.5611591659045696,1.2494635512509238,0.6941547698129018,0.822237316695552
col2,Torgnon,7,150,128,32,0.1,1.7145561218953012,1.3094106009557511,0.7115258138576411,0.8047706450689938
col2,Torgnon,7,50,128,32,0.2,1.58020177746597,1.2570607692017002,0.6879987743649154,0.8200690139355209
col2,Torgnon,7,100,128,32,0.2,1.3935931715040077,1.1805054728818531,0.6411949021541077,0.84131735763293
col2,Torgnon,7,150,128,32,0.2,1.8776625357171501,1.3702782694464473,0.7343445024894071,0.7861983979731393
col2,Torgnon,7,50,128,32,0.3,1.1326087676250163,1.0642409349508297,0.6083462972784895,0.8710345632499883
col2,Torgnon,7,100,128,32,0.3,1.2776733276610512,1.1303421285880888,0.6352296514739108,0.8545166667999853
col2,Torgnon,7,150,128,32,0.3,1.4873778384512522,1.219581009384474,0.6889267961659845,0.8306384887427766
col2,Torgnon,14,50,128,32,0.1,1.4402542598874741,1.2001059369436826,0.6984066505011709,0.8363337337986225
col2,Torgnon,14,100,128,32,0.1,1.324091331500311,1.150691675254632,0.6574738869079381,0.8495341479821781
