yyyy,mm,day,HH_UTC,MM,zm,d,z0,u_mean,L,sigma_v,u_star,wind_dir
2021,1,1,0,0,27.0,12.0,,2.909019416614948,2211822072.7763934,2.1652861133593984,28.559,289.6
2021,1,1,16,30,27.0,12.0,,2.909019416614948,1579.311258134627,2.1652861133593984,0.23199999999999998,164.4
2021,1,1,19,0,27.0,12.0,,2.909019416614948,713.4169385414242,2.1652861133593984,0.17800000000000002,177.7
2021,1,1,23,0,27.0,12.0,,2.909019416614948,2883.098423571323,2.1652861133593984,0.284,58.2
2021,1,2,2,30,27.0,12.0,,2.909019416614948,1197.8048296330085,2.1652861133593984,0.23199999999999998,31.7
2021,1,2,5,0,27.0,12.0,,2.909019416614948,375.5230029494896,2.1652861133593984,0.264,3.2
2021,1,2,5,30,27.0,12.0,,2.909019416614948,6072.67258073651,2.1652861133593984,0.282,13.0
2021,1,2,6,0,27.0,12.0,,2.909019416614948,-7325.379042376568,2.1652861133593984,0.322,20.0
2021,1,2,6,30,27.0,12.0,,2.909019416614948,-13190.159846353466,2.1652861133593984,0.259,12.0
2021,1,2,7,0,27.0,12.0,,2.909019416614948,244.96349027612663,2.1652861133593984,0.24600000000000002,5.6
2021,1,2,7,30,27.0,12.0,,2.909019416614948,-1918.6043398765848,2.1652861133593984,0.247,8.5
2021,1,2,8,0,27.0,12.0,,2.909019416614948,403.3470529859141,2.1652861133593984,0.297,11.6
2021,1,2,9,0,27.0,12.0,,2.909019416614948,452.23272862241305,2.1652861133593984,0.34600000000000003,19.1
2021,1,2,9,30,27.0,12.0,,2.909019416614948,333.7698919352927,2.1652861133593984,0.3,30.7
2021,1,2,11,0,27.0,12.0,,2.909019416614948,-3150.7241813782316,2.1652861133593984,0.322,16.4
2021,1,2,11,30,27.0,12.0,,2.909019416614948,-3533.9642211610835,2.1652861133593984,0.311,21.4
2021,1,2,12,0,27.0,12.0,,2.909019416614948,-9880.843198709677,2.1652861133593984,0.429,34.2
2021,1,2,12,30,27.0,12.0,,2.909019416614948,-5183.442365191248,2.1652861133593984,0.34600000000000003,27.8
2021,1,2,13,0,27.0,12.0,,2.909019416614948,-5095.0175473633535,2.1652861133593984,0.344,13.4
2021,1,2,13,30,27.0,12.0,,2.909019416614948,-7768.593378312097,2.1652861133593984,0.322,10.7
2021,1,2,14,30,27.0,12.0,,2.909019416614948,-8889.390141846985,2.1652861133593984,0.39899999999999997,10.6
2021,1,2,15,30,27.0,12.0,,2.909019416614948,606.7169130280976,2.1652861133593984,0.36700000000000005,3.8
2021,1,2,16,0,27.0,12.0,,2.909019416614948,733.7682368151254,2.1652861133593984,0.434,355.5
2021,1,2,17,30,27.0,12.0,,2.909019416614948,69572.82598468267,2.1652861133593984,0.7090000000000001,351.8
2021,1,2,19,30,27.0,12.0,,2.909019416614948,17462.83559313443,2.1652861133593984,0.8390000000000001,348.9
2021,1,2,21,0,27.0,12.0,,2.909019416614948,16994.449422225403,2.1652861133593984,0.815,344.9
2021,1,2,22,0,27.0,12.0,,2.909019416614948,14197.903853978667,2.1652861133593984,0.7390000000000001,342.9
2021,1,2,23,0,27.0,12.0,,2.909019416614948,13945.588208175457,2.1652861133593984,0.721,343.7
2021,1,3,1,30,27.0,12.0,,2.909019416614948,83383.12043426695,2.1652861133593984,0.804,338.3
2021,1,3,2,30,27.0,12.0,,2.909019416614948,-811484.0832330897,2.1652861133593984,0.7390000000000001,339.7
2021,1,3,3,30,27.0,12.0,,2.909019416614948,1713.21520474379,2.1652861133593984,0.57,343.6
2021,1,3,5,30,27.0,12.0,,2.909019416614948,-60704.46006733237,2.1652861133593984,0.685,337.9
2021,1,3,7,0,27.0,12.0,,2.909019416614948,46891.30164057866,2.1652861133593984,0.79,338.1
2021,1,3,8,30,27.0,12.0,,2.909019416614948,22929.872588611466,2.1652861133593984,0.7170000000000001,341.8
2021,1,3,12,0,27.0,12.0,,2.909019416614948,-6906.639846093001,2.1652861133593984,0.7070000000000001,337.0
2021,1,3,13,0,27.0,12.0,,2.909019416614948,-4250.352787480226,2.1652861133593984,0.7170000000000001,336.8
2021,1,3,17,30,27.0,12.0,,2.909019416614948,8059.791734285406,2.1652861133593984,0.5660000000000001,354.1
2021,1,3,18,0,27.0,12.0,,2.909019416614948,1055.892868024478,2.1652861133593984,0.5660000000000001,348.3
2021,1,3,19,0,27.0,12.0,,2.909019416614948,918.6193305185201,2.1652861133593984,0.532,354.8
2021,1,3,21,30,27.0,12.0,,2.909019416614948,2642.914432141727,2.1652861133593984,0.486,358.6
2021,1,3,22,30,27.0,12.0,,2.909019416614948,4656.338436870466,2.1652861133593984,0.604,9.1
2021,1,3,23,0,27.0,12.0,,2.909019416614948,3391.188773218658,2.1652861133593984,0.5529999999999999,12.4
2021,1,4,0,0,27.0,12.0,,2.909019416614948,-6143.542608634617,2.1652861133593984,0.607,18.7
2021,1,4,1,30,27.0,12.0,,2.909019416614948,-88067.74305158858,2.1652861133593984,0.46799999999999997,357.7
2021,1,4,4,0,27.0,12.0,,2.909019416614948,586.4809551056231,2.1652861133593984,0.384,26.8
2021,1,4,5,0,27.0,12.0,,2.909019416614948,603.6084169755287,2.1652861133593984,0.33399999999999996,15.8
2021,1,4,5,30,27.0,12.0,,2.909019416614948,1986.7442430886101,2.1652861133593984,0.40399999999999997,11.8
2021,1,4,6,0,27.0,12.0,,2.909019416614948,1310.2397096130358,2.1652861133593984,0.397,11.9
2021,1,4,7,0,27.0,12.0,,2.909019416614948,12759.433899494763,2.1652861133593984,0.478,11.4
