yyyy,mm,day,HH_UTC,MM,zm,d,z0,u_mean,L,sigma_v,u_star,wind_dir
2016,1,1,1,30,3.0,0.134,,1.879410172143975,40.53641355326551,0.6869729976970653,0.10654000000000001,52.187
2016,1,1,4,0,3.0,0.134,,1.879410172143975,125.14183904148204,0.6869729976970653,0.11673,50.8456
2016,1,1,9,0,3.0,0.134,,1.879410172143975,24.725346594965288,0.6869729976970653,0.10255999999999998,60.0398
2016,1,1,9,30,3.0,0.134,,1.879410172143975,72.3024053153578,0.6869729976970653,0.13293,54.6052
2016,1,1,10,0,3.0,0.134,,1.879410172143975,-192.10571797623902,0.6869729976970653,0.13410999999999998,20.9934
2016,1,1,11,30,3.0,0.134,,1.879410172143975,-2428.538721707507,0.6869729976970653,0.14797000000000002,185.958
2016,1,1,12,0,3.0,0.134,,1.879410172143975,-3097.2119540781177,0.6869729976970653,0.14774,185.305
2016,1,1,12,30,3.0,0.134,,1.879410172143975,-2566.8620244999993,0.6869729976970653,0.14147,194.188
2016,1,1,13,0,3.0,0.134,,1.879410172143975,-3973.876672093781,0.6869729976970653,0.16688,195.19099999999997
2016,1,1,13,30,3.0,0.134,,1.879410172143975,-2539.7763613239263,0.6869729976970653,0.13940999999999998,199.358
2016,1,1,14,0,3.0,0.134,,1.879410172143975,-16092.233732606368,0.6869729976970653,0.26366999999999996,199.42700000000002
2016,1,1,14,30,3.0,0.134,,1.879410172143975,-5553.444435133014,0.6869729976970653,0.19202,200.981
2016,1,1,15,0,3.0,0.134,,1.879410172143975,-5194.026913599865,0.6869729976970653,0.20364000000000002,205.91299999999998
2016,1,1,15,30,3.0,0.134,,1.879410172143975,-1745.8490045994947,0.6869729976970653,0.17976,200.12900000000002
2016,1,1,16,0,3.0,0.134,,1.879410172143975,-124.36547245691798,0.6869729976970653,0.14345,189.81900000000002
2016,1,2,3,30,3.0,0.134,,1.879410172143975,14.019426794826932,0.6869729976970653,0.10173,14.6908
2016,1,2,5,0,3.0,0.134,,1.879410172143975,12.282724974319748,0.6869729976970653,0.10249000000000001,1.9144400000000001
2016,1,2,6,0,3.0,0.134,,1.879410172143975,16.484881586848392,0.6869729976970653,0.10427,348.23
2016,1,2,7,30,3.0,0.134,,1.879410172143975,77.75055568103637,0.6869729976970653,0.11599999999999999,79.0251
2016,1,2,9,30,3.0,0.134,,1.879410172143975,8.924947085970135,0.6869729976970653,0.12297000000000001,49.7824
2016,1,2,10,0,3.0,0.134,,1.879410172143975,-82.78559690292602,0.6869729976970653,0.11552,299.379
2016,1,2,10,30,3.0,0.134,,1.879410172143975,-673.2667447849615,0.6869729976970653,0.18511,316.305
2016,1,2,11,30,3.0,0.134,,1.879410172143975,-342.96427938481986,0.6869729976970653,0.15987,180.825
2016,1,2,13,30,3.0,0.134,,1.879410172143975,143.62018872746359,0.6869729976970653,0.14614000000000002,324.374
2016,1,2,16,30,3.0,0.134,,1.879410172143975,82.45682096988105,0.6869729976970653,0.15402000000000002,318.624
2016,1,2,17,0,3.0,0.134,,1.879410172143975,133.63071388330013,0.6869729976970653,0.13180999999999998,319.431
2016,1,2,18,0,3.0,0.134,,1.879410172143975,60.928157367071286,0.6869729976970653,0.13389,43.9726
2016,1,2,18,30,3.0,0.134,,1.879410172143975,15.916856420646189,0.6869729976970653,0.12295999999999999,26.018
2016,1,2,19,30,3.0,0.134,,1.879410172143975,255.8695942423872,0.6869729976970653,0.16397,13.1301
2016,1,2,20,0,3.0,0.134,,1.879410172143975,95.36823924132149,0.6869729976970653,0.11807000000000001,26.2222
2016,1,2,20,30,3.0,0.134,,1.879410172143975,217.760412298312,0.6869729976970653,0.15615,58.401
2016,1,2,21,0,3.0,0.134,,1.879410172143975,630.8490874664218,0.6869729976970653,0.20631999999999998,106.4
2016,1,2,22,0,3.0,0.134,,1.879410172143975,196.41409857347324,0.6869729976970653,0.16301,89.6869
2016,1,2,22,30,3.0,0.134,,1.879410172143975,163.9365358464781,0.6869729976970653,0.1355,118.60700000000001
2016,1,2,23,0,3.0,0.134,,1.879410172143975,50.27881177215538,0.6869729976970653,0.12053,139.303
2016,1,2,23,30,3.0,0.134,,1.879410172143975,67.43955923157976,0.6869729976970653,0.11410999999999999,122.90799999999999
2016,1,3,0,0,3.0,0.134,,1.879410172143975,292.3095090478917,0.6869729976970653,0.1287,58.2025
2016,1,3,1,0,3.0,0.134,,1.879410172143975,1559.9415637023362,0.6869729976970653,0.22309,18.0204
2016,1,3,1,30,3.0,0.134,,1.879410172143975,2375.0025615880845,0.6869729976970653,0.35551,349.37800000000004
2016,1,3,2,0,3.0,0.134,,1.879410172143975,3021.182739007648,0.6869729976970653,0.23588,12.2716
2016,1,3,2,30,3.0,0.134,,1.879410172143975,2040.3551525182966,0.6869729976970653,0.33976999999999996,341.25300000000004
2016,1,3,3,0,3.0,0.134,,1.879410172143975,76.2908185098748,0.6869729976970653,0.11307,11.9598
2016,1,3,3,30,3.0,0.134,,1.879410172143975,9082.503127774371,0.6869729976970653,0.31703000000000003,351.62199999999996
2016,1,3,4,0,3.0,0.134,,1.879410172143975,669.7033184234774,0.6869729976970653,0.16785,11.8908
2016,1,3,4,30,3.0,0.134,,1.879410172143975,573.0599491722212,0.6869729976970653,0.1569,16.9405
2016,1,3,5,0,3.0,0.134,,1.879410172143975,395.15693272304566,0.6869729976970653,0.13107,13.9044
2016,1,3,7,30,3.0,0.134,,1.879410172143975,643.3975798959826,0.6869729976970653,0.16766,69.847
2016,1,3,8,0,3.0,0.134,,1.879410172143975,171.60858583666212,0.6869729976970653,0.14820999999999998,25.1533
2016,1,3,9,30,3.0,0.134,,1.879410172143975,145.6611959299671,0.6869729976970653,0.10087,21.9445
2016,1,3,10,30,3.0,0.134,,1.879410172143975,53.88695585968559,0.6869729976970653,0.11001,22.518
2016,1,3,12,0,3.0,0.134,,1.879410172143975,-7.468059120322286,0.6869729976970653,0.1139,4.05516
2016,1,3,23,30,3.0,0.134,,1.879410172143975,52.51953843526656,0.6869729976970653,0.13474,8.34023
2016,1,4,0,0,3.0,0.134,,1.879410172143975,7.958179666471946,0.6869729976970653,0.14806,347.8
2016,1,4,0,30,3.0,0.134,,1.879410172143975,38.73559859967784,0.6869729976970653,0.10865,354.152
2016,1,4,1,0,3.0,0.134,,1.879410172143975,46.06929424494022,0.6869729976970653,0.11398,352.582
2016,1,4,1,30,3.0,0.134,,1.879410172143975,7.900536934132012,0.6869729976970653,0.10038,334.167
2016,1,4,2,30,3.0,0.134,,1.879410172143975,2.940499683823768,0.6869729976970653,0.10178,340.32099999999997
2016,1,4,3,0,3.0,0.134,,1.879410172143975,106.41648050812373,0.6869729976970653,0.12569,351.851
2016,1,4,7,30,3.0,0.134,,1.879410172143975,63.13610745000963,0.6869729976970653,0.12157000000000001,5.44453
2016,1,4,8,30,3.0,0.134,,1.879410172143975,17.357644962662004,0.6869729976970653,0.11706,281.67900000000003
2016,1,4,9,0,3.0,0.134,,1.879410172143975,21.860553293435625,0.6869729976970653,0.11384000000000001,155.222
2016,1,4,9,30,3.0,0.134,,1.879410172143975,64.68498026692299,0.6869729976970653,0.10755999999999999,190.06900000000002
2016,1,4,10,0,3.0,0.134,,1.879410172143975,61.370573064153525,0.6869729976970653,0.10643,5.02449
2016,1,4,11,0,3.0,0.134,,1.879410172143975,140.16488510990177,0.6869729976970653,0.16296,143.27200000000002
2016,1,4,11,30,3.0,0.134,,1.879410172143975,-47.79465333582254,0.6869729976970653,0.13359000000000001,157.608
2016,1,4,12,0,3.0,0.134,,1.879410172143975,59.89923318452812,0.6869729976970653,0.17890999999999999,137.157
2016,1,4,15,0,3.0,0.134,,1.879410172143975,19.474964397164122,0.6869729976970653,0.12476,174.418
2016,1,4,16,30,3.0,0.134,,1.879410172143975,71.37380776915974,0.6869729976970653,0.1394,6.952389999999999
2016,1,4,19,30,3.0,0.134,,1.879410172143975,592.3335537145663,0.6869729976970653,0.22386999999999999,14.0088
2016,1,4,20,30,3.0,0.134,,1.879410172143975,478.01547936009575,0.6869729976970653,0.16875,30.4751
2016,1,4,21,0,3.0,0.134,,1.879410172143975,369.3192289544842,0.6869729976970653,0.16587000000000002,27.1196
2016,1,4,21,30,3.0,0.134,,1.879410172143975,1892.9284363231675,0.6869729976970653,0.24172,358.162
