yyyy,mm,day,HH_UTC,MM,zm,d,z0,u_mean,L,sigma_v,u_star,wind_dir
2017,1,1,14,0,3.0,0.134,,1.9834012233211868,96.50565273401537,0.6869729976970653,0.12088,193.15599999999998
2017,1,2,4,30,3.0,0.134,,1.9834012233211868,62.40690679583441,0.6869729976970653,0.10955999999999999,41.8278
2017,1,2,12,30,3.0,0.134,,1.9834012233211868,94.1952612611223,0.6869729976970653,0.13815999999999998,170.838
2017,1,2,13,0,3.0,0.134,,1.9834012233211868,49.18422781172836,0.6869729976970653,0.12452,184.49400000000003
2017,1,2,13,30,3.0,0.134,,1.9834012233211868,39.86894153106704,0.6869729976970653,0.10285,191.148
2017,1,2,14,30,3.0,0.134,,1.9834012233211868,40.20362800972789,0.6869729976970653,0.12107000000000001,188.424
2017,1,2,15,0,3.0,0.134,,1.9834012233211868,69.74192187861044,0.6869729976970653,0.11732999999999999,175.083
2017,1,2,16,0,3.0,0.134,,1.9834012233211868,82.81216095893454,0.6869729976970653,0.15975999999999999,206.8
2017,1,2,16,30,3.0,0.134,,1.9834012233211868,843.4978228527474,0.6869729976970653,0.17143,325.63599999999997
2017,1,2,17,0,3.0,0.134,,1.9834012233211868,316.97007988318285,0.6869729976970653,0.14037,88.8827
2017,1,2,19,30,3.0,0.134,,1.9834012233211868,1141.7866427040178,0.6869729976970653,0.18362,24.4736
2017,1,2,20,0,3.0,0.134,,1.9834012233211868,589.8404140830388,0.6869729976970653,0.14365999999999998,23.2364
2017,1,2,20,30,3.0,0.134,,1.9834012233211868,505.1658709304435,0.6869729976970653,0.14695,17.9401
2017,1,2,21,0,3.0,0.134,,1.9834012233211868,583.5885257398702,0.6869729976970653,0.1347,17.6947
2017,1,2,21,30,3.0,0.134,,1.9834012233211868,1900.5401695256642,0.6869729976970653,0.21599000000000002,16.2962
2017,1,2,22,0,3.0,0.134,,1.9834012233211868,131.43439276717467,0.6869729976970653,0.10874,24.6507
2017,1,2,22,30,3.0,0.134,,1.9834012233211868,484.06922793851,0.6869729976970653,0.13410999999999998,11.4069
2017,1,2,23,0,3.0,0.134,,1.9834012233211868,7243.206067727659,0.6869729976970653,0.27228,1.45224
2017,1,2,23,30,3.0,0.134,,1.9834012233211868,3083.374248014832,0.6869729976970653,0.21316,12.9316
2017,1,3,0,0,3.0,0.134,,1.9834012233211868,2894.7036011239647,0.6869729976970653,0.22241,5.07161
2017,1,3,0,30,3.0,0.134,,1.9834012233211868,15334.763727620502,0.6869729976970653,0.33142,19.473
2017,1,3,1,30,3.0,0.134,,1.9834012233211868,17653.206558307586,0.6869729976970653,0.34493,8.05945
2017,1,3,2,0,3.0,0.134,,1.9834012233211868,9572.797201365993,0.6869729976970653,0.29016,4.03629
2017,1,3,2,30,3.0,0.134,,1.9834012233211868,1559.7356203158206,0.6869729976970653,0.2048,353.251
2017,1,3,3,0,3.0,0.134,,1.9834012233211868,1043.8681079569458,0.6869729976970653,0.16872,351.717
2017,1,3,3,30,3.0,0.134,,1.9834012233211868,603.9881071292536,0.6869729976970653,0.15261,333.215
2017,1,3,4,0,3.0,0.134,,1.9834012233211868,312.1610495467003,0.6869729976970653,0.16521,5.72658
2017,1,3,4,30,3.0,0.134,,1.9834012233211868,1594.1810058382032,0.6869729976970653,0.18969,5.988180000000001
2017,1,3,5,0,3.0,0.134,,1.9834012233211868,207.56698608627698,0.6869729976970653,0.10757,21.9783
2017,1,3,5,30,3.0,0.134,,1.9834012233211868,80.72502467908235,0.6869729976970653,0.11095999999999999,82.9871
2017,1,3,7,0,3.0,0.134,,1.9834012233211868,148.1132530768981,0.6869729976970653,0.15253,21.1671
2017,1,3,11,30,3.0,0.134,,1.9834012233211868,-39.861647829004895,0.6869729976970653,0.10779000000000001,185.614
2017,1,3,12,30,3.0,0.134,,1.9834012233211868,-187.01896906612157,0.6869729976970653,0.13962,188.40200000000002
2017,1,3,14,0,3.0,0.134,,1.9834012233211868,-226.22253878126432,0.6869729976970653,0.13154000000000002,193.886
2017,1,4,0,0,3.0,0.134,,1.9834012233211868,226.79942466027762,0.6869729976970653,0.10976,55.085
2017,1,4,0,30,3.0,0.134,,1.9834012233211868,881.2161262671212,0.6869729976970653,0.15175,1.06206
2017,1,4,1,30,3.0,0.134,,1.9834012233211868,10655.327365734023,0.6869729976970653,0.2872,348.274
2017,1,4,3,0,3.0,0.134,,1.9834012233211868,14309.597693991596,0.6869729976970653,0.30896999999999997,348.26099999999997
2017,1,4,3,30,3.0,0.134,,1.9834012233211868,27996.900247056874,0.6869729976970653,0.36887,346.14300000000003
2017,1,4,4,0,3.0,0.134,,1.9834012233211868,32476.276021414647,0.6869729976970653,0.37927,351.904
2017,1,4,4,30,3.0,0.134,,1.9834012233211868,42817.52806015746,0.6869729976970653,0.41778999999999994,345.48800000000006
2017,1,4,5,0,3.0,0.134,,1.9834012233211868,25602.76267527499,0.6869729976970653,0.37454,346.954
2017,1,4,5,30,3.0,0.134,,1.9834012233211868,9225.79358712815,0.6869729976970653,0.3059,348.536
