,lon,lat
0,11.219544938262647,52.07945389029193
1,11.219603140039403,52.079450294996604
2,11.219661350315258,52.07944687114128
3,11.219719569015117,52.07944361719933
4,11.219777796065598,52.079440531678856
5,11.219836031395728,52.07943761313658
6,11.219894274937985,52.07943486019892
7,11.219952526629339,52.07943227158294
8,11.220010786412011,52.079429846111616
9,11.220069054233823,52.07942758272096
10,11.220127330048005,52.07942548045593
11,11.220185613812337,52.07942353845331
12,11.220243905487632,52.079421755911106
13,11.220302205035752,52.07942013204848
14,11.220360512417479,52.07941866606285
15,11.2204188275906,52.07941735709153
16,11.220477150508561,52.07941620418444
17,11.220535481119862,52.07941520629184
18,11.220593819368334,52.07941436227021
19,11.2206521651943,52.0794136709054
20,11.22071051853635,52.07941313094851
21,11.22076887933334,52.07941274115614
22,11.220827247526358,52.07941250032995
23,11.220885623060726,52.07941240735693
24,11.2209440058883,52.07941246125595
25,11.22100239597017,52.079412661231714
26,11.221060793279198,52.07941300672623
27,11.221119197801523,52.07941349744887
28,11.221177609536303,52.079414133371245
29,11.221236028493845,52.07941491468939
30,11.221294454692579,52.07941584176289
31,11.221352888155355,52.07941691504027
32,11.221411328905424,52.07941813497825
33,11.221448040134229,52.07941899286165
34,11.221469776127998,52.07941948515997
35,11.221528229131748,52.079420951656026
36,11.221586689335021,52.07942256301319
37,11.22164515674344,52.07942431933317
38,11.221703631360732,52.079426220679466
39,11.221762113190357,52.07942826711029
40,11.221820602236058,52.07943045868949
41,11.221879098501113,52.079432795471526
42,11.22193760198655,52.07943527746564
43,11.221996112689236,52.079437904597185
44,11.222054630601159,52.079440676693324
45,11.222096110831243,52.07944274217114
46,11.222113154647893,52.07944357211609
47,11.222171683174162,52.07944655753849
48,11.222230218762597,52.07944968493486
49,11.222288761425288,52.07945295453732
50,11.222347311191635,52.07945636692624
51,11.222405868109297,52.079459923049455
52,11.222464432242182,52.079463624181784
53,11.22252300366603,52.079467471835834
54,11.222559660201505,52.07946996880634
55,11.22258158073514,52.0794714328816
56,11.222640162251206,52.07947548319579
57,11.22269875117579,52.07947968236711
58,11.222757347582437,52.07948403186368
59,11.222815951540985,52.079488533078795
60,11.222874563118996,52.07949318735971
61,11.222933182382699,52.07949799602698
62,11.22294186292646,52.079498728405994
63,11.222991804745915,52.07950286679222
64,11.223050433993192,52.07950787579536
65,11.223109070995903,52.079513040556805
66,11.223167715817873,52.07951836234816
67,11.223226368520018,52.07952384238247
68,11.223274121994564,52.079528429200714
69,11.223285028029071,52.07952945905534
70,11.223343690466354,52.07953513432764
71,11.223402360783144,52.079540967798
72,11.223461038984667,52.07954695955889
73,11.223519725052476,52.079553109226644
74,11.223572432131744,52.07955876975777
75,11.223578418267365,52.07955940232173
76,11.223637113181574,52.07956572925338
77,11.223695815671139,52.07957220820962
78,11.223754525660656,52.07957883766163
79,11.223813243082192,52.07958561623108
80,11.223846771932328,52.07958956199367
81,11.223871964817649,52.0795924811935
82,11.22393068973759,52.07959940982698
83,11.223989421926797,52.07960648427678
84,11.224048161433736,52.07961370550594
85,11.224103780747683,52.079620680746615
86,11.224106907940364,52.07962106710675
87,11.224165654747951,52.07962843435836
88,11.224224409091219,52.07963595274473
89,11.224283171094488,52.07964362475357
90,11.224341940868937,52.07965145260827
91,11.224346500366998,52.07965206870464
92,11.224400711141284,52.079659290048205
93,11.22445948863504,52.079667272262526
94,11.224518274041696,52.07967541314304
95,11.22457688894381,52.07968368898451
96,11.224577067418869,52.079683713835486
97,11.224635860563561,52.079692009402265
98,11.22469466183476,52.07970046790037
99,11.224753471391296,52.079709092509795
100,11.224796483554703,52.07971551263447
101,11.224812287094112,52.07971784021404
102,11.224871105060666,52.079726632951406
103,11.224929931802908,52.07973560162628
104,11.224988767526911,52.07974475036703
105,11.225006314200284,52.079747520263844
106,11.225047606098753,52.079753955857214
107,11.225106451258597,52.07976329327369
108,11.225165305886728,52.07977282050128
109,11.225207043740511,52.07977969940589
110,11.22522416747344,52.07978248707944
111,11.2252830322527,52.07979221730168
112,11.225341907078816,52.07980214892728
113,11.225399347853347,52.07981203734501
114,11.225400792006607,52.07981228304179
115,11.225459678109955,52.07982244023285
116,11.225518575139853,52.07983281646773
117,11.225577483499523,52.07984341983199
118,11.225583549099433,52.07984452802941
119,11.225636394602247,52.07985407774671
120,11.225695316786842,52.07986495778179
121,11.225754251576433,52.07987609052681
122,11.22575986314151,52.07987716742299
123,11.225813190068308,52.07988729706472
124,11.22587214110325,52.079898755036986
125,11.225928406843005,52.079909953353244
126,11.225931105721486,52.079910485325144
127,11.225990074655433,52.07992230169364
128,11.226049058601026,52.07993441904316
129,11.226089350405616,52.07994288263772
130,11.22610805454991,52.07994677690573
131,11.226167058806384,52.07995930101016
132,11.226226079354943,52.07997215175823
133,11.226243181669876,52.07997594608981
134,11.226285108414885,52.079985172806815
135,11.226344151029753,52.079998465465685
136,11.226390448930555,52.08000913337662
137,11.226403208254368,52.08001205090327
138,11.22646227348126,52.080025796360694
139,11.22652135614826,52.08003989141311
140,11.226531831963404,52.080042431676794
141,11.22658044631032,52.08005413626034
142,11.226639551881318,52.080068689856446
143,11.226668008547565,52.08007582820248
144,11.226698668622664,52.08008346703801
145,11.226757797002477,52.0800984771894
146,11.226799619157356,52.080109310866945
147,11.226816939418223,52.08011376844577
148,11.226876090551249,52.08012923395982
149,11.226927148302854,52.080142870527915
150,11.226935257836404,52.08014502304118
151,11.226994431732534,52.08016094404117
152,11.227051002798461,52.080176499509115
153,11.227053623135557,52.08017721577419
154,11.227112819768696,52.08019359166113
