date,NDVI,EVI,EVI2,MNDVI,MNDWI,LSWI,NDII,CLr
2017-03-30,0.8401109962987002,0.7318565320346321,0.6901677678571412,0.5915017513636356,-0.5596820763203466,0.34982891978354924,0.5676752404112549,3.366235960173157
2017-04-09,0.8433581024458859,0.8217721518398268,0.7788317654761882,0.6218748844372286,-0.47854389707792183,0.46053487820346295,0.6666116746753246,3.9001424865800827
2017-04-19,0.877967843290042,0.8670350602813856,0.8259511047619026,0.6462124073593065,-0.46037863980519483,0.5142062422294368,0.7156346204545456,4.105179864502162
2017-05-09,0.7966684764069274,0.744067899783551,0.7122817190476203,0.5564623989177497,-0.4596617735930737,0.41938591337662434,0.6160814632034642,3.256758272727281
2017-05-26,0.592602347619048,0.4719472688311694,0.45723708696969745,0.3556734287012992,-0.4611555141558441,0.1917895534199139,0.38487434696969747,1.4954507965368005
2017-05-29,0.5757186068831165,0.4500622101731597,0.4516157913419908,0.33038421809523766,-0.47669016995671004,0.155341797402597,0.35901476805194754,1.2017832372294337
2017-06-15,0.8125015828138528,0.7191326997835495,0.7218475248917747,0.5649950296969696,-0.5015608439393939,0.40033981956709946,0.6316042859307358,3.1357330943722928
2017-06-18,0.7831007002164506,0.7032104207792211,0.686279174458875,0.506389526536797,-0.5195999740259739,0.3255969769264076,0.5591155276623385,2.8156611372294402
2017-07-05,0.5839941571428576,0.4787953110389617,0.4442043846320354,0.3297975108658012,-0.5440046424242424,0.06252028858008699,0.27771888627705665,1.3183961314285744
2017-07-18,0.5767452060606063,0.42961653874458905,0.4035115949350652,0.34668422874458893,-0.5438091424242426,0.06267900411255434,0.2962598941991344,1.3048271400432916
2017-07-25,0.5900348852813857,0.4738405469480522,0.43277920469696995,0.4009710588744591,-0.48275291116883146,0.1415355776623377,0.38067856640692666,1.7623996512987026
2017-08-27,0.40303525952381064,0.344829205108226,0.29759026822510914,0.23358071000000077,-0.43811892484848525,0.011632663532468179,0.18711383891342095,0.8170378056277094
2017-10-06,0.18698820017316076,0.14911014253246818,0.1261189908008663,0.08585556813852856,-0.40585736623376634,-0.14167834904761856,-0.05472904162337586,0.09451865701298923
2017-10-13,0.1688869903030305,0.08029993019480536,0.08883552620346333,0.08802205857142863,-0.41131703246753265,-0.1325677628787879,-0.06091151332900425,0.21431304259740247
2017-10-16,0.19418518848484828,0.12935801140692615,0.11953067443722927,0.10626614922077912,-0.39626082857142875,-0.12384452961038989,-0.04800526688484886,0.24957336696969665
2017-11-02,0.25274391329004287,0.19991714194805174,0.1723000791341989,0.1256851175757574,-0.368768498051948,-0.0406770556060609,0.05896506389610347,0.3105279238095233
2017-11-05,0.3188373845454543,0.2047731072077923,0.18269041569264072,0.15106318844155836,-0.39314107173160157,-0.003389996463203573,0.1289316624978352,0.39085441796536774
2017-11-22,0.3917242736796535,0.19391321995671001,0.1969197019480519,0.18498016471861467,-0.4846577110822509,0.007349001034631871,0.1861055999264066,0.47704491857142844
2017-12-12,0.36538962233766287,0.17963289502164528,0.18847900670995704,0.17255841948051973,-0.4635416261904771,0.02985795780952349,0.2220779449134198,0.4311944448051956
2017-12-17,0.23948737134199138,0.14258795186147177,0.12635891658008652,0.12083898969696966,-0.22918078216450255,0.12876469054112533,0.27822583575757565,0.27400355151515127
2017-12-27,0.28978084861471853,0.18035907580086563,0.15869613658008655,0.1591452586580086,-0.21459454134199168,0.1450469503246752,0.2774701964069262,0.4031934981385279
2018-02-18,0.3551423825108222,0.227711927229437,0.19791136835497816,0.19624580930735913,-0.2445310891774889,0.13765234549783562,0.3159882182683984,0.5104948859307354
2018-02-20,0.4243683466233765,0.28320091519480506,0.25335713225108203,0.22800901683982683,-0.33934050242424185,0.10565136175324713,0.3049504799567105,0.6031165287445888
2018-02-25,0.38062491536796533,0.27894819168831164,0.25480477402597396,0.20473932004328999,-0.3894310670562769,0.03906639907792215,0.1610936983549785,0.5200952478354975
