date,NDVI,EVI,EVI2,MNDVI,MNDWI,LSWI,NDII,CLr
2018-06-02,0.7067587867347791,0.3843579792688652,0.34880505793070316,0.4676423278996016,-0.4442850920006131,0.28095372868663077,0.5383685480955658,1.983574920287591
2018-06-10,0.7265725404185418,0.4101457721493116,0.3702816195840329,0.4820232533942658,-0.46249176169088085,0.29224984892177586,0.5454726104536762,2.078135679363812
2018-06-20,0.7527990276363291,0.43962026552543415,0.3963509516538255,0.5068423565867625,-0.4773446211263922,0.31207477935283884,0.563673688404331,2.268801022690598
2018-07-07,0.7663636051212478,0.4266467536819727,0.38994573809317534,0.5250368597073833,-0.4677960577239294,0.33422719209081714,0.5871738351540935,2.416071644572179
2018-07-10,0.7602327206702396,0.39549448914536733,0.3705777560320579,0.5228851197267191,-0.44889800969106497,0.33863982162218786,0.5877200186816122,2.395204997402526
2018-07-12,0.7422363130007847,0.3955203066330874,0.3716929088022869,0.5108733065373761,-0.43422258447165135,0.32943616910420515,0.5705230522202772,2.3092817215967365
2018-07-15,0.737728043900198,0.4254644198439129,0.39569386657591343,0.5118473883298975,-0.4343638213210682,0.3259658539518948,0.5715434906944987,2.3229808405395067
2018-07-17,0.7340076968956157,0.42851536683353725,0.3936137155629441,0.5129336264565162,-0.41685203377160085,0.34127705960195237,0.5875867659889623,2.3267712582336166
2018-07-22,0.7138025128839137,0.4115148726837446,0.3714050308377712,0.5021121054142574,-0.3737606232967962,0.3529360947881559,0.5970878790173623,2.2181865964842618
2018-07-27,0.6861272800822793,0.4020059402829874,0.3520515956325403,0.48877146562711465,-0.34291235208269083,0.33793234027143987,0.5904711616416844,2.0891419944493754
2018-07-30,0.6791191298074678,0.4062670467558271,0.3470533982872525,0.48590427236032446,-0.3720325266484384,0.30756362563441764,0.574102786620476,2.061651788963574
2018-08-01,0.7004725980649729,0.37643844624963685,0.3296075219492942,0.49333285980491215,-0.4435953106098363,0.30143182281873915,0.55619602420206,2.169842392016835
2018-08-04,0.7226328594048822,0.34233630340769927,0.3257676387058508,0.5007348966620369,-0.48621435415837494,0.3122677854282189,0.5506178744836427,2.2822403137799223
2018-08-11,0.708482642089157,0.3479155657377352,0.3412451898609697,0.4930900369861748,-0.433015869463431,0.3294747272604299,0.5680962656173701,2.235901173017295
2018-08-16,0.6867674292335124,0.38403448921021943,0.3608908893919914,0.48487558080693305,-0.3703539617598692,0.3458810733083049,0.5971362949076903,2.144572518573386
