TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20230303,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.182,-7.122,1.772,-4.865,2.147,-6.182,0.0,-7.122,1.772,0.0,-4.865,2.147,0.0,97.8916,-9999,-9999,42.188,42.188,0.0,-9999,-9999,242.453,242.453,0.0,-9999,-9999,200.928,200.928,0.0,-9999,-9999,0.618,0.618,0.0,96.906,96.906,0.0,0.293,0.293,0.0,2.467,2.467,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24688,0.0416667,10.5554,-9999,-9999,-9999,-9999,-9999,-9999,62.1545,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28,20,0,0,0.213611,0.0,-9999,-9999,0.213611,0.0,-9999,-9999,0.201607,0.0,0.00158018,0.182854,0.190829,0.193772,0.20435,0.207642,0.213611,0.213611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70497,0.315774,0.0,-9999,-9999,-0.49293,0.297642,0.0,-9999,-9999,0.70497,0.315774,0.0,-9999,-9999,-0.49293,0.297642,0.0,-9999,-9999,0.65769,0.673957,0.675726,0.689673,0.69481,0.70497,0.70497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49787,-0.49787,-0.49787,-0.49293,-0.49293,-0.49293,-0.492508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.739355,0.552061,0.842411,0.0571037,0.371013,0.595534,0.692955,0.706278,1.0228,1.10335,1.87409,0.535004,0.338451,0.640804,0.0576462,0.167276,0.401762,0.479345,0.501928,0.829032,0.920497,1.67259,0.198561,0.198561,0.199284,0.000898321,0.197504,0.197505,0.198514,0.198561,0.198562,0.198563,0.198569,1.97491,1.97491,1.97359,0.00430242,1.96684,1.96685,1.97388,1.97491,1.97492,1.97492,1.97493,-9999,-9999
20230304,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.183,-5.515,0.75,-4.719,1.023,-5.183,0.0,-5.515,0.75,0.0,-4.719,1.023,0.0,101.459,-9999,-9999,44.686,44.686,0.0,-9999,-9999,264.868,264.868,0.0,-9999,-9999,234.06,234.06,0.0,-9999,-9999,0.64,0.64,0.0,97.137,97.137,0.0,1.323,1.323,0.0,3.522,3.522,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24688,0.0416667,7.31751,-9999,-9999,-9999,-9999,-9999,-9999,52.5616,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28,20,0,0,0.191517,0.0,-9999,-9999,0.191517,0.0,-9999,-9999,0.179929,0.0,0.00199995,0.15709,0.1671,0.1671,0.182257,0.191517,0.191517,0.196048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701952,0.260995,0.0,-9999,-9999,-0.539802,0.299455,0.0,-9999,-9999,0.701952,0.260995,0.0,-9999,-9999,-0.539802,0.299455,0.0,-9999,-9999,0.656708,0.673243,0.673243,0.686654,0.687334,0.701952,0.701952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.556081,-0.556081,-0.556081,-0.539802,-0.539802,-0.539802,-0.507904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821876,0.620497,0.927187,0.0594162,0.42233,0.669289,0.772234,0.786556,1.12069,1.2089,1.98879,0.63962,0.428981,0.747258,0.0602665,0.230139,0.50219,0.580717,0.6043,0.953616,1.05181,1.80905,0.230243,0.230243,0.231081,0.00104166,0.229018,0.229019,0.230188,0.230243,0.230245,0.230246,0.230253,1.99539,1.99539,1.99432,0.00426126,1.98751,1.98751,1.99441,1.99539,1.99541,1.99541,1.99542,-9999,-9999
20230305,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.081,-6.909,1.657,-5.016,0.413,-6.081,0.0,-6.909,1.657,0.0,-5.016,0.413,0.0,105.08,-9999,-9999,34.689,34.689,0.0,-9999,-9999,269.683,269.683,0.0,-9999,-9999,241.177,241.177,0.0,-9999,-9999,0.57,0.57,0.0,97.452,97.452,0.0,1.391,1.391,0.0,4.072,4.072,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24688,0.0416667,13.2665,-9999,-9999,-9999,-9999,-9999,-9999,69.165,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,0.205392,0.0,-9999,-9999,0.205392,0.0,-9999,-9999,0.193127,0.0,0.00166809,0.17541,0.18189,0.18189,0.197136,0.19982,0.205392,0.205392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708423,0.310364,0.0,-9999,-9999,-0.458429,0.322626,0.0,-9999,-9999,0.708423,0.310364,0.0,-9999,-9999,-0.458429,0.322626,0.0,-9999,-9999,0.663719,0.674821,0.674821,0.694278,0.696365,0.708423,0.708423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.466992,-0.466992,-0.466992,-0.458429,-0.458429,-0.458429,-0.455198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.739859,0.550278,0.843718,0.057646,0.367077,0.593638,0.692914,0.70638,1.02658,1.10743,1.88433,0.542723,0.344886,0.650591,0.0584285,0.167676,0.411748,0.487522,0.509245,0.844688,0.932023,1.69483,0.191031,0.191031,0.191726,0.000864254,0.190014,0.190015,0.190985,0.191031,0.191032,0.191033,0.191039,1.73084,1.73084,1.72933,0.00388951,1.72342,1.72342,1.72987,1.73084,1.73085,1.73085,1.73086,-9999,-9999
20230306,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.577,-13.384,2.287,-11.54,1.334,-12.577,0.0,-13.384,2.287,0.0,-11.54,1.334,0.0,108.753,-9999,-9999,54.397,54.397,0.0,-9999,-9999,239.815,239.815,0.0,-9999,-9999,197.03,197.03,0.0,-9999,-9999,0.412,0.412,0.0,97.208,97.208,0.0,0.868,0.868,0.0,1.36,1.36,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24688,0.0416667,10.5554,-9999,-9999,-9999,-9999,-9999,-9999,62.1545,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,0.213611,0.0,-9999,-9999,0.213611,0.0,-9999,-9999,0.201607,0.0,0.00158018,0.182854,0.190829,0.193772,0.20435,0.207642,0.213611,0.213611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721895,0.308576,0.0,-9999,-9999,-0.457647,0.332119,0.0,-9999,-9999,0.721895,0.308576,0.0,-9999,-9999,-0.457647,0.332119,0.0,-9999,-9999,0.675691,0.692807,0.694395,0.706031,0.711358,0.721895,0.721895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.465987,-0.465987,-0.465987,-0.457647,-0.457647,-0.457647,-0.457246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281651,0.180495,0.365072,0.0414233,0.098118,0.19501,0.255446,0.262665,0.462959,0.49975,1.16778,0.0773005,-0.0331161,0.163465,0.0418929,-0.107715,0.00123778,0.0418351,0.0583144,0.269187,0.316895,0.966278,0.0312677,0.0312676,0.0313815,0.00014146,0.0311012,0.0311014,0.0312602,0.0312677,0.0312679,0.031268,0.0312689,2.25593,2.25593,2.25525,0.0046559,2.24755,2.24755,2.25493,2.25593,2.25595,2.25595,2.25596,-9999,-9999
20230307,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-16.634,-17.488,2.72,-15.536,3.797,-16.634,0.0,-17.488,2.72,0.0,-15.536,3.797,0.0,112.476,-9999,-9999,47.278,47.278,0.0,-9999,-9999,229.037,229.037,0.0,-9999,-9999,181.099,181.099,0.0,-9999,-9999,0.337,0.337,0.0,97.152,97.152,0.0,0.587,0.587,0.0,2.213,2.213,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24688,0.0416667,7.31751,-9999,-9999,-9999,-9999,-9999,-9999,52.5616,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,0.191517,0.0,-9999,-9999,0.191517,0.0,-9999,-9999,0.179929,0.0,0.00199995,0.15709,0.1671,0.1671,0.182257,0.191517,0.191517,0.196048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718765,0.250038,0.0,-9999,-9999,-0.502287,0.338738,0.0,-9999,-9999,0.718765,0.250038,0.0,-9999,-9999,-0.502287,0.338738,0.0,-9999,-9999,0.674672,0.69182,0.69182,0.702901,0.703606,0.718765,0.718765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.521426,-0.521426,-0.521426,-0.502287,-0.502287,-0.502287,-0.471909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141508,0.0843966,0.203094,0.0294179,0.0421302,0.0912461,0.126275,0.130406,0.255212,0.275599,0.791979,-0.0407484,-0.10712,0.023165,0.0300445,-0.15343,-0.0758535,-0.0653908,-0.0518508,0.0881128,0.118509,0.612245,0.0115237,0.0115237,0.0115656,5.21349e-05,0.0114624,0.0114624,0.0115209,0.0115237,0.0115238,0.0115238,0.0115241,2.10733,2.10733,2.10627,0.00448019,2.09908,2.09908,2.10631,2.10733,2.10735,2.10735,2.10736,-9999,-9999
20230308,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-18.765,-19.868,2.085,-17.462,3.934,-18.765,0.0,-19.868,2.085,0.0,-17.462,3.934,0.0,116.249,-9999,-9999,50.238,50.238,0.0,-9999,-9999,213.189,213.189,0.0,-9999,-9999,157.674,157.674,0.0,-9999,-9999,0.315,0.315,0.0,97.162,97.162,0.0,0.118,0.118,0.0,2.103,2.103,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24688,0.0416667,13.2665,-9999,-9999,-9999,-9999,-9999,-9999,69.165,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.205392,0.0,-9999,-9999,0.205392,0.0,-9999,-9999,0.193127,0.0,0.00166809,0.17541,0.18189,0.18189,0.197136,0.19982,0.205392,0.205392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734997,0.28346,0.0,-9999,-9999,-0.436795,0.330797,0.0,-9999,-9999,0.734997,0.28346,0.0,-9999,-9999,-0.436795,0.330797,0.0,-9999,-9999,0.688573,0.700102,0.700102,0.720308,0.722475,0.734997,0.734997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44497,-0.44497,-0.44497,-0.436795,-0.436795,-0.436795,-0.433712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0874371,0.0488815,0.137385,0.0234806,0.0223955,0.0528826,0.0769308,0.0797482,0.1702,0.183852,0.615114,-0.109698,-0.156511,-0.0557414,0.024088,-0.17701,-0.129007,-0.128461,-0.117387,-0.0116896,0.00844214,0.425607,0.00502564,0.00502563,0.00504393,2.27368e-05,0.00499889,0.00499891,0.00502444,0.00502564,0.00502567,0.00502569,0.00502584,2.15748,2.15748,2.15662,0.00451624,2.14925,2.14926,2.15648,2.15748,2.15749,2.1575,2.1575,-9999,-9999
20230309,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.961,-15.962,5.608,-13.779,4.108,-14.961,0.0,-15.962,5.608,0.0,-13.779,4.108,0.0,120.069,-9999,-9999,58.06,58.06,0.0,-9999,-9999,209.375,209.375,0.0,-9999,-9999,152.038,152.038,0.0,-9999,-9999,0.628,0.628,0.0,96.194,96.194,0.0,0.027,0.027,0.0,3.839,3.839,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24688,0.0416667,10.5554,-9999,-9999,-9999,-9999,-9999,-9999,62.1545,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.213611,0.0,-9999,-9999,0.213611,0.0,-9999,-9999,0.201607,0.0,0.00158018,0.182854,0.190829,0.193772,0.20435,0.207642,0.213611,0.213611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748987,0.280032,0.0,-9999,-9999,-0.43605,0.339577,0.0,-9999,-9999,0.748987,0.280032,0.0,-9999,-9999,-0.43605,0.339577,0.0,-9999,-9999,0.701006,0.71878,0.720429,0.732513,0.738045,0.748987,0.748987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44401,-0.44401,-0.44401,-0.43605,-0.43605,-0.43605,-0.435667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232056,0.151593,0.301268,0.0342838,0.0854316,0.163747,0.211207,0.216963,0.377029,0.406983,0.970747,0.0277061,-0.0620177,0.0996608,0.0347451,-0.120763,-0.0300254,-0.0024038,0.0126125,0.183257,0.224129,0.769244,0.0304273,0.0304272,0.030538,0.000137658,0.0302653,0.0302654,0.03042,0.0304273,0.0304275,0.0304276,0.0304285,2.37385,2.37385,2.37325,0.00486487,2.36515,2.36515,2.37282,2.37385,2.37386,2.37387,2.37388,-9999,-9999
20230310,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10.206,-11.53,1.449,-8.641,2.276,-10.206,0.0,-11.53,1.449,0.0,-8.641,2.276,0.0,123.936,-9999,-9999,64.148,64.148,0.0,-9999,-9999,222.458,222.458,0.0,-9999,-9999,171.375,171.375,0.0,-9999,-9999,0.612,0.612,0.0,96.378,96.378,0.0,0.234,0.234,0.0,3.061,3.061,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24688,0.0416667,7.31751,-9999,-9999,-9999,-9999,-9999,-9999,52.5616,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.191517,0.0,-9999,-9999,0.191517,0.0,-9999,-9999,0.179929,0.0,0.00199995,0.15709,0.1671,0.1671,0.182257,0.191517,0.191517,0.196048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738461,0.232651,0.0,-9999,-9999,-0.470062,0.363491,0.0,-9999,-9999,0.738461,0.232651,0.0,-9999,-9999,-0.470062,0.363491,0.0,-9999,-9999,0.692672,0.71048,0.71048,0.721987,0.722719,0.738461,0.738461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.488331,-0.488331,-0.488331,-0.470062,-0.470062,-0.470062,-0.441065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422373,0.28965,0.515126,0.0478428,0.173393,0.312727,0.388648,0.398081,0.644184,0.695178,1.41943,0.240116,0.0981334,0.335197,0.0485959,-0.0205039,0.145627,0.197131,0.215825,0.477085,0.538088,1.2397,0.0708386,0.0708385,0.0710965,0.000320485,0.0704616,0.0704619,0.0708217,0.0708386,0.0708391,0.0708393,0.0708415,2.46277,2.46278,2.46255,0.0049321,2.45415,2.45415,2.46179,2.46277,2.46279,2.46279,2.4628,-9999,-9999
20230311,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10.127,-11.03,3.317,-9.06,3.202,-10.127,0.0,-11.03,3.317,0.0,-9.06,3.202,0.0,127.849,-9999,-9999,52.423,52.423,0.0,-9999,-9999,234.605,234.605,0.0,-9999,-9999,189.329,189.329,0.0,-9999,-9999,0.555,0.555,0.0,96.88,96.88,0.0,0.223,0.223,0.0,3.659,3.659,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24688,0.0416667,13.2665,-9999,-9999,-9999,-9999,-9999,-9999,69.165,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.205392,0.0,-9999,-9999,0.205392,0.0,-9999,-9999,0.193127,0.0,0.00166809,0.17541,0.18189,0.18189,0.197136,0.19982,0.205392,0.205392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734997,0.28346,0.0,-9999,-9999,-0.436795,0.330797,0.0,-9999,-9999,0.734997,0.28346,0.0,-9999,-9999,-0.436795,0.330797,0.0,-9999,-9999,0.688573,0.700102,0.700102,0.720308,0.722475,0.734997,0.734997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44497,-0.44497,-0.44497,-0.436795,-0.436795,-0.436795,-0.433712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446502,0.312027,0.538169,0.0476338,0.192241,0.336819,0.412454,0.422019,0.668317,0.721174,1.43514,0.249366,0.106635,0.345042,0.0483679,-0.00715945,0.154929,0.207062,0.224883,0.486428,0.545764,1.24564,0.0847951,0.0847949,0.0851037,0.000383626,0.0843438,0.0843442,0.0847749,0.0847951,0.0847957,0.084796,0.0847985,2.25469,2.25469,2.25375,0.00473091,2.24606,2.24606,2.25364,2.25469,2.25471,2.25471,2.25472,-9999,-9999
20230312,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.148,-10.648,2.9,-7.517,0.73,-9.148,0.0,-10.648,2.9,0.0,-7.517,0.73,0.0,131.806,-9999,-9999,81.806,81.806,0.0,-9999,-9999,233.02,233.02,0.0,-9999,-9999,186.986,186.986,0.0,-9999,-9999,0.518,0.518,0.0,96.636,96.636,0.0,0.07,0.07,0.0,1.802,1.802,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24688,0.0416667,10.5554,-9999,-9999,-9999,-9999,-9999,-9999,62.1545,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,23,0,0,0.213611,0.0,-9999,-9999,0.213611,0.0,-9999,-9999,0.201607,0.0,0.00158018,0.182854,0.190829,0.193772,0.20435,0.207642,0.213611,0.213611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768147,0.267849,0.0,-9999,-9999,-0.405352,0.362967,0.0,-9999,-9999,0.768147,0.267849,0.0,-9999,-9999,-0.405352,0.362967,0.0,-9999,-9999,0.722087,0.740865,0.742287,0.751013,0.756767,0.768147,0.768147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41714,-0.41714,-0.41714,-0.405352,-0.405352,-0.405352,-0.404986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499067,0.350789,0.595089,0.0505806,0.216716,0.378644,0.461714,0.472235,0.739144,0.797563,1.53885,0.294716,0.137178,0.393482,0.0510928,0.0120361,0.184872,0.248103,0.267885,0.545372,0.614709,1.33735,0.0940795,0.0940793,0.0944219,0.00042563,0.0935788,0.0935792,0.094057,0.0940795,0.0940801,0.0940804,0.0940833,2.94024,2.94025,2.94058,0.00573029,2.93055,2.93056,2.93919,2.94024,2.94026,2.94026,2.94027,-9999,-9999
