DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	air_t_mean	air_p_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ch4_mean	rssi_77_mean	ch4_aux-1_mean	ch4_aux-2_mean	ch4_aux-3_mean	ch4_aux-4_mean	ch4_tc_1_mean	ch4_tc_2_mean	ch4_tc_3_mean	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	129
DATA	2020-11-02T233000_smart3-00433.ghg	2020-11-03	00:00:00	308	0	18000	18000	0.0103463	1	NaN	7.2519	1	NaN	4.63869	1	NaN	-0.127645	1	NaN	0.104946	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.95805e-11	-2.89126e-12	NaN	NaN	17.5307	424.396	431.042	0	1	636.913	15.4189	15.6603	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	294.523	293.088	101148	1.19537	1013.95	0.0242087	0.00680047	0.0114772	1552.37	2321.29	0.00960139	66.8752	768.923	286.71	0.0736545	0.899764	0.0457262	0.903931	-5.80617e-14	-4.53949e-15	0.903931	2.03306	165.986	85.3202	2.8996	NaN	0.0930341	0.198482	-9.77508	-0.409204	1.56335	-0.0643119	1	25.7209	11	20	34	52	85	198	0.0101738	1.01696	7.41466	1.01609	3.88619	1.02743	-0.515705	1.02743	0.0879211	1.02743	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	801011119	801111119	899999999	899999999	89999	89999	89	89	0	0	1	2	2	7	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	8910	18000	0	16	18000	18000	18000	18000	NaN	80	0.217313	0.173551	0.00610111	0.264177	0.00564892	77.3993	NaN	NaN	0.00611748	-0.000515705	0.0879211	NaN	NaN	286.912	102171	24.4423	409.288	14.87	13.1624	80.9894	8.95739	0.223491	0.000641292	0.00063138	0.0000499937	0.0000644737	9999.99	9999.99	9999.99	243
DATA	2020-11-03T000000_smart3-00433.ghg	2020-11-03	00:30:00	308.0208	0	18000	18000	0.00456467	1	NaN	4.35044	1	NaN	1.88323	1	NaN	-0.275007	1	NaN	0.0425646	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.04378e-11	-3.58582e-13	NaN	NaN	17.7301	427.249	433.614	0	1	609.103	14.6778	14.8964	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	293.44	292.079	101242	1.20094	1013.52	0.0240973	0.00275819	0.010976	1479.47	2180.13	0.00913952	67.8617	700.656	285.974	0.154075	1.0283	0.0500038	1.04098	1.01591e-15	-5.88705e-16	1.04098	1.56407	174.38	81.4785	2.75328	NaN	0.0616515	0.0454933	-4.74424	-0.843127	2.31009	-0.0579742	1	42.2642	19	33	54	81	128	282	0.00449621	1.01523	4.39804	1.01508	1.48474	1.02774	-0.496308	1.02774	0.033558	1.02774	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800100019	899999999	899999999	89999	89999	89	89	3	0	3	3	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	4812	18000	0	41	18000	18000	18000	18000	NaN	80	0.0442055	0.0459635	0.000817527	0.241064	0.00777615	117.405	NaN	NaN	0.00361331	-0.000496308	0.033558	NaN	NaN	286.219	102151	24.4477	413.025	14.1893	12.4428	79.755	8.4682	0.225947	0.000628621	0.000623485	0.0000512089	0.0000649165	9999.99	9999.99	9999.99	180
DATA	2020-11-03T003000_smart3-00433.ghg	2020-11-03	01:00:00	308.0416	0	18000	18000	0.0115508	2	NaN	-3.49522	1	NaN	-23.6111	1	NaN	0.0577249	2	NaN	-0.533441	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.98811e-10	-5.9881e-12	NaN	NaN	17.624	423.922	429.405	0.1	0	530.827	12.7684	12.9335	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	292.841	291.659	101218	1.20325	1012.45	0.0240537	-0.034567	0.0095655	1287.5	2123.85	0.00794971	60.6209	836.354	283.869	-0.477394	1.24624	0.081562	1.33704	3.3649e-14	-1.12807e-14	1.33704	2.69826	155.05	110.96	3.49732	NaN	0.097978	0.386334	23.6897	0.16885	0.148033	0.029283	1	44.0708	19	42	88	171	390	1862	0.011432	1.01039	-4.79673	1.01945	-21.9095	1.05341	0.433219	1.05341	-0.494996	1.05341	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800001019	801001119	899999999	899999999	89999	89999	89	89	0	1	0	1	0	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	2505	18000	0	36	18000	18000	18000	18000	NaN	74	0.554812	0.215051	0.00280419	0.248975	0.519222	14090.1	NaN	NaN	-0.00393745	0.000433219	-0.494996	NaN	NaN	285.771	102145	24.42	409.928	12.3468	9.85505	74.4698	8.01301	0.241156	0.000632502	0.000632328	0.000055421	0.0000682247	9999.99	9999.99	9999.99	072
DATA	2020-11-03T010000_smart3-00433.ghg	2020-11-03	01:30:00	308.0624	0	18000	18000	-0.00540509	1	NaN	-5.97562	1	NaN	-5.94708	1	NaN	0.66773	1	NaN	-0.134372	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.39988e-11	-1.15356e-12	NaN	NaN	17.8255	429.133	435.474	0	0	604.811	14.5603	14.7754	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	293.089	291.74	101218	1.20211	1013.45	0.0240741	-0.00870728	0.0108987	1467.35	2134.47	0.0090663	68.7454	667.12	285.848	-0.274706	1.87991	0.121437	1.90376	8.56402e-14	-1.90731e-15	1.90376	3.10783	156.184	98.3136	3.65726	NaN	0.0670547	0.107382	4.44313	0.900266	1.0048	0.073149	1	176.745	78	176	396	819	2048	NaN	-0.00528685	1.02237	-6.03556	1.04538	-4.72502	1.14514	0.89494	1.14514	-0.10676	1.14514	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800100019	800100019	899999999	899999999	89999	89999	89	89	7	5	7	17	7	13	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	10920	18000	0	26	18000	18000	18000	18000	NaN	80	0.0924123	0.11651	0.00584155	0.0868753	0.0142681	48.1904	NaN	NaN	-0.00495418	0.00089494	-0.10676	NaN	NaN	286.076	102169	24.4077	414.964	14.0797	12.3289	79.8982	8.48057	0.237717	0.000507602	0.000519499	0.0000461918	0.0000562671	9999.99	9999.99	9999.99	023
DATA	2020-11-03T013000_smart3-00433.ghg	2020-11-03	02:00:00	308.0833	0	18000	18000	0.03543	1	NaN	8.79656	2	NaN	8.02424	2	NaN	-2.13535	2	NaN	0.181268	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.93487e-10	-6.62391e-12	NaN	NaN	17.7968	428.363	434.739	0	1	609.26	14.6647	14.883	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	292.89	291.532	101168	1.20232	1013.5	0.0240697	0.0117461	0.0109789	1477.09	2106.81	0.0091314	70.1102	629.72	285.949	0.465492	1.5642	0.0684935	1.63343	-5.16612e-14	-1.08721e-14	1.63343	2.68978	185.262	73.4274	2.40325	NaN	0.171663	0.234318	-50.6231	-0.0790153	1.09625	-0.0420526	1	31.0241	14	25	45	72	126	340	0.0350402	1.01112	9.15853	1.01302	7.01642	1.03176	-2.57165	1.03176	0.158501	1.03176	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	3	1	1	2	7	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	4912	18000	0	31	18000	18000	18000	18000	NaN	80	0.158219	0.305188	0.00522837	0.105242	0.00784809	63.1388	NaN	NaN	0.00751592	-0.00257165	0.158501	NaN	NaN	286.077	102158	24.39	414.342	14.1849	12.4403	80.6135	8.01134	0.251741	0.000497212	0.000508203	0.0000452563	0.0000549552	9999.99	9999.99	9999.99	122
DATA	2020-11-03T020000_smart3-00433.ghg	2020-11-03	02:30:00	308.1041	0	18000	18000	0.00234307	2	NaN	-1.51625	1	NaN	-4.91533	2	NaN	-1.31407	0	NaN	-0.110992	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.96743e-11	-2.05304e-12	NaN	NaN	17.7781	427.016	432.457	0	1	523.853	12.5825	12.7429	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	292.275	291.112	101168	1.20499	1012.34	0.0240192	-0.00719231	0.00943983	1268.2	2052.21	0.00783394	61.7969	784.008	283.642	-0.196095	1.49509	0.0820381	1.51012	5.48563e-14	-3.91912e-15	1.51012	2.70092	156.57	97.4722	3.11416	NaN	0.0440961	0.196033	4.9763	0.80381	0.308473	0.0281877	1	221.006	98	222	504	1053	2675	NaN	0.00229403	1.02138	-1.72024	1.04319	-4.23273	1.12331	-1.06021	1.12331	-0.0955786	1.12331	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800101119	899999999	899999999	89999	89999	89	89	8	2	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	4105	18000	0	16	18000	18000	18000	18000	NaN	73	0.224126	0.164727	0.00321236	0.264392	0.150949	3908.22	NaN	NaN	-0.0014102	-0.00106021	-0.0955786	NaN	NaN	285.265	102171	24.4123	412.678	12.1597	10.0152	73.7212	8.25018	0.242917	0.000474315	0.000484244	0.0000458874	0.0000541567	9999.99	9999.99	9999.99	199
DATA	2020-11-03T023000_smart3-00433.ghg	2020-11-03	03:00:00	308.1249	0	18000	18000	-0.0160931	1	NaN	0.894456	2	NaN	-32.5381	2	NaN	-3.3659	2	NaN	-0.735023	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.09805e-10	3.40902e-12	NaN	NaN	17.785	427.968	433.731	0	1	552.158	13.2868	13.4657	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	292.745	291.515	101144	1.20273	1012.74	0.0240634	-0.0476295	0.00994988	1338.57	2104.7	0.00827274	63.5992	766.13	284.454	0.460914	1.42359	0.0624621	1.49765	3.0346e-14	6.174e-15	1.49765	2.41238	182.1	72.0596	2.39032	NaN	0.115674	0.119694	-152.267	-0.0262696	-0.0274895	-0.00634832	1	47.0807	20	40	73	121	222	664	-0.0159715	1.00761	-1.0356	1.01188	-31.1165	1.03383	-2.99605	1.03383	-0.70291	1.03383	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800110119	899999999	899999999	89999	89999	89	89	1	5	4	7	0	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	9224	18000	0	16	18000	18000	18000	18000	NaN	75	0.0535782	0.182471	0.00333917	0.160382	0.086753	2907.11	NaN	NaN	-0.00085021	-0.00299605	-0.70291	NaN	NaN	285.763	102173	24.4208	413.555	12.8393	10.8662	74.4917	8.15221	0.240117	0.000495549	0.000504791	0.0000458884	0.0000552391	9999.99	9999.99	9999.99	228
DATA	2020-11-03T030000_smart3-00433.ghg	2020-11-03	03:30:00	308.1458	0	18000	18000	-0.0314741	1	NaN	-32.5115	1	NaN	-66.1089	1	NaN	6.65223	2	NaN	-1.49123	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.11559e-10	-6.36541e-12	NaN	NaN	18.3688	439.476	445.365	0	0	552.682	13.223	13.4002	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.245	290.027	101207	1.20968	1012.67	0.0239252	-0.0966319	0.00995933	1333.01	1916.16	0.00823301	69.5664	583.158	284.392	1.05241	1.57834	0.04627	1.8976	5.18238e-14	-1.15173e-14	1.8976	2.43038	197.777	56.3053	1.39721	NaN	0.161302	0.115374	11.3636	0.352	0.491788	0.164535	1	37.9002	17	36	79	155	363	1844	-0.0310635	1.01322	-35.3639	1.02656	-57.9818	1.08648	8.27061	1.08648	-1.30791	1.08648	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800001119	800001119	899999999	899999999	89999	89999	89	89	0	0	2	3	2	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	302	18000	0	31	18000	18000	18000	18000	NaN	80	0.0495606	0.176642	0.00454569	0.472686	0.0464577	863.962	NaN	NaN	-0.0288683	0.00827061	-1.30791	NaN	NaN	284.481	102165	24.43	425.233	12.7965	10.8623	80.176	7.3125	0.268425	0.000413726	0.000433284	0.0000388331	0.000047072	9999.99	9999.99	9999.99	113
DATA	2020-11-03T033000_smart3-00433.ghg	2020-11-03	04:00:00	308.1666	0	18000	18000	-0.0137488	1	NaN	11.6076	2	NaN	-54.2758	1	NaN	-13.9732	1	NaN	-1.2239	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0919e-10	-2.36143e-12	NaN	NaN	18.0829	431.578	435.644	0	1	391.075	9.33367	9.4216	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	290.532	289.674	101207	1.21292	1010.52	0.0238667	-0.0793085	0.00704717	942.09	1874	0.00581007	50.2716	931.91	279.263	1.25216	1.37147	0.0142726	1.85716	-5.00444e-14	-6.03832e-15	1.85716	2.51387	207.777	47.6039	0.440332	NaN	0.106467	0.0637618	-9.14632	-0.437334	-0.213864	-0.0889512	1	53.9112	24	42	70	106	171	388	-0.0136086	1.0103	8.28821	1.01276	-52.5576	1.03387	-13.5778	1.03387	-1.18515	1.03387	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	2	14	2	6	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	0	18000	0	31	18000	18000	18000	18000	NaN	65	0.0353369	0.0877457	0.004441	0.144446	0.338415	2413.32	NaN	NaN	0.00676215	-0.0135778	-1.18515	NaN	NaN	283.528	102154	24.4341	417.26	9.02348	5.62095	64.8248	7.70545	0.24722	0.000397968	0.000410255	0.0000416732	0.0000474484	9999.99	9999.99	9999.99	121
