DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	air_t_mean	air_p_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ch4_mean	rssi_77_mean	ch4_aux-1_mean	ch4_aux-2_mean	ch4_aux-3_mean	ch4_aux-4_mean	ch4_tc_1_mean	ch4_tc_2_mean	ch4_tc_3_mean	PA_1_1_1	P_RAIN_1_1_1	TA_1_1_1	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	[Pa]	[m]	[K]	045
DATA	2021-03-05T233000_smart3-00433.ghg	2021-03-06	00:00:00	65	0	18000	18000	-0.0961242	0	NaN	11.9367	0	NaN	22.4583	0	NaN	-0.268664	0	NaN	0.506848	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.36081e-11	-1.59088e-12	NaN	NaN	17.3642	415.966	421.165	0	0	515.304	12.3443	12.4986	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.679	290.54	101231	1.20822	1012.19	0.0239553	0.0328438	0.00928577	1245.06	1979.54	0.00768548	62.8961	734.488	283.366	2.94629	2.08346	0.0534647	3.60892	2.52374e-14	-3.08727e-15	3.60892	6.17684	219.92	35.2658	0.848845	NaN	0.282061	0.386024	-165.497	-0.0241697	0.531504	-0.0346043	0	103.935	-15.7725	35.6775	88.8421	135.49	190.026	284.694	-0.0953392	1.00823	13.0668	1.01406	20.3229	1.05374	-1.00789	1.05374	0.458656	1.05374	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	2	12	2	14	8	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	100	0	0	0	0	30	18000	18000	18000	18000	NaN	80	0.500093	0.186286	0.0856689	0.00647703	0.00129869	18.076	NaN	NaN	0.0106846	-0.00100789	0.458656	NaN	NaN	283.801	101506	24.5	403.632	11.9783	9.79676	78.9417	98.2616	0.950226	0.00021016	0.000226965	0.0000212409	0.0000255531	9999.99	9999.99	9999.99	101490	0	284.731	218
DATA	2021-03-06T000000_smart3-00433.ghg	2021-03-06	00:30:00	65.0208	0	18000	18000	-0.0662464	0	NaN	13.8972	0	NaN	26.9211	0	NaN	1.1346	2	NaN	0.607605	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.67657e-10	-4.95411e-12	NaN	NaN	17.4684	418.558	423.799	0	1	516.175	12.368	12.5229	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.746	290.605	101231	1.20794	1012.21	0.0239609	0.0393728	0.00930148	1247.44	1987.67	0.00770027	62.7589	740.232	283.395	2.3161	2.00178	0.0954948	3.06277	-1.33705e-14	-9.59774e-15	3.06277	5.09437	214.458	40.8365	1.78673	NaN	0.234185	0.263289	-81.3569	-0.0491661	0.516218	-0.0485347	0	96.1992	-14.5986	33.0221	82.2296	125.405	175.883	263.505	-0.0656937	1.00841	15.2778	1.01329	24.5361	1.04723	0.189084	1.04723	0.553775	1.04723	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	5	15	0	16	9	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	100	0	4800	4800	0	35	18000	18000	18000	18000	NaN	80	0.302541	0.152384	0.0716522	0.0134426	0.000709011	28.3376	NaN	NaN	0.0124953	0.000189084	0.553775	NaN	NaN	283.958	101486	24.4822	406.36	12.0076	9.83002	79.1766	90.1054	1.39324	0.000135743	0.000151974	0.000013662	0.0000170854	9999.99	9999.99	9999.99	101475	0	284.665	230
DATA	2021-03-06T003000_smart3-00433.ghg	2021-03-06	01:00:00	65.0416	0	18000	18000	-0.0802262	0	NaN	9.48201	0	NaN	21.6479	0	NaN	0.296464	1	NaN	0.488666	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.60698e-11	-7.76416e-13	NaN	NaN	17.5605	421.033	426.38	0	0	522.99	12.5393	12.6985	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.925	290.767	101228	1.20716	1012.31	0.0239761	0.0316655	0.00942428	1264.62	2008.12	0.00780698	62.975	743.509	283.6	2.93208	1.77313	0.00671125	3.42653	-6.73591e-14	-1.48457e-15	3.42653	5.93241	224.736	31.1628	0.11222	NaN	0.257796	0.48987	-159.067	-0.0251467	0.43801	-0.0300987	0	96.7481	-14.6819	33.2105	82.6988	126.121	176.886	265.008	-0.0795684	1.00827	10.6056	1.01378	19.7415	1.05155	-0.358625	1.05155	0.445632	1.05155	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	7	6	0	8	11	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	100	0	0	0	0	30	18000	18000	18000	18000	NaN	80	0.662517	0.231621	0.0856025	0.00610457	0.000991206	15.2614	NaN	NaN	0.00867878	-0.000358625	0.445632	NaN	NaN	284.276	101483	24.47	408.973	12.1801	10.0429	79.35	93.5619	1.19127	0.000121836	0.000130713	0.0000123315	0.0000146008	9999.99	9999.99	9999.99	101477	0	284.933	065
DATA	2021-03-06T010000_smart3-00433.ghg	2021-03-06	01:30:00	65.0624	0	18000	18000	-0.0678397	0	NaN	7.84152	0	NaN	16.6038	0	NaN	0.370634	2	NaN	0.374816	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.04776e-11	2.39366e-12	NaN	NaN	17.6355	422.89	428.277	0	0	524.535	12.5781	12.7383	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.966	290.804	101228	1.20699	1012.33	0.0239795	0.0242881	0.00945213	1268.51	2012.82	0.00783116	63.0216	744.31	283.646	2.59797	1.35837	-0.0442143	2.932	-4.29095e-14	4.56338e-15	2.932	5.02864	228.504	27.6032	-0.864049	NaN	0.237078	0.388835	-149.599	-0.0267382	0.472273	-0.0270698	0	98.2573	-14.9109	33.7286	83.9889	128.088	179.646	269.142	-0.0672681	1.0085	8.70596	1.01314	15.1889	1.04569	-0.168748	1.04569	0.342876	1.04569	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	1	1	0	14	17	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	100	0	0	0	0	30	18000	18000	18000	18000	NaN	80	0.462723	0.245299	0.0696483	0.00577212	0.000461721	14.2317	NaN	NaN	0.00712512	-0.000168748	0.342876	NaN	NaN	284.267	101480	24.4607	410.718	12.2161	10.0865	79.2924	97.53	1.01488	0.000129382	0.000136213	0.000012895	0.0000159018	9999.99	9999.99	9999.99	101473	0	284.999	240
DATA	2021-03-06T013000_smart3-00433.ghg	2021-03-06	02:00:00	65.0833	0	18000	18000	-0.0662575	0	NaN	8.40746	0	NaN	16.5403	0	NaN	-0.154523	1	NaN	0.373356	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.62554e-11	-2.58416e-12	NaN	NaN	17.552	420.665	426.034	0	0	525.846	12.6028	12.7637	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.893	290.73	101257	1.20763	1012.34	0.0239668	0.0241935	0.00947574	1271.36	2003.39	0.00784659	63.4602	732.035	283.679	2.43277	1.57263	0.0250426	2.89692	2.50823e-14	-4.91428e-15	2.89692	5.83202	223.521	32.8801	0.495303	NaN	0.234235	0.46101	-134.596	-0.0297185	0.508302	-0.0293599	0	96.7162	-14.6771	33.1996	82.6716	126.079	176.828	264.921	-0.0656974	1.00852	9.26131	1.0131	15.0979	1.04528	-0.694708	1.04528	0.340797	1.04528	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	5	6	2	2	20	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	100	0	0	0	0	30	18000	18000	18000	18000	NaN	80	0.652948	0.198343	0.0707288	0.00518722	0.000980578	14.9011	NaN	NaN	0.00757554	-0.000694708	0.340797	NaN	NaN	284.306	101480	24.4678	408.829	12.2482	10.1259	79.2223	357.125	0.0940198	0.000123699	0.000130356	0.0000126491	0.0000151708	9999.99	9999.99	9999.99	101473	0	285.073	055
DATA	2021-03-06T020000_smart3-00433.ghg	2021-03-06	02:30:00	65.1041	0	18000	18000	-0.0512267	0	NaN	6.83238	0	NaN	19.1015	0	NaN	-0.24877	1	NaN	0.431179	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.0603e-11	-2.69279e-12	NaN	NaN	17.5494	420.3	425.617	0	0	521.583	12.4917	12.6497	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.907	290.754	101335	1.20851	1012.28	0.0239495	0.0279404	0.00939893	1261.15	2006.37	0.0077773	62.8575	745.217	283.559	2.09501	1.72397	0.0700398	2.71405	-1.3541e-14	-5.16273e-15	2.71405	4.79387	216.132	39.4508	1.47876	NaN	0.205884	0.289129	-112.531	-0.0355457	0.357688	-0.0271268	0	91.7724	-13.9268	31.5025	78.4457	119.635	167.789	251.379	-0.0507856	1.00869	7.85881	1.01292	17.6578	1.04316	-0.734699	1.04316	0.39859	1.04316	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	8	6	1	14	6	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	100	0	0	0	0	30	18000	18000	18000	18000	NaN	80	0.356361	0.159594	0.062303	0.00411943	0.000184765	16.2305	NaN	NaN	0.00642403	-0.000734699	0.39859	NaN	NaN	284.271	101473	24.49	408.747	12.1483	10.0023	79.3384	91.6623	1.18283	0.000125126	0.000131079	0.0000122673	0.0000153144	9999.99	9999.99	9999.99	101462	0	285.047	106
DATA	2021-03-06T023000_smart3-00433.ghg	2021-03-06	03:00:00	65.1249	0	18000	18000	-0.0721035	0	NaN	7.97418	0	NaN	21.0383	0	NaN	0.266264	0	NaN	0.474918	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.70577e-12	-2.26619e-13	NaN	NaN	17.5675	420.784	426.056	0	0	516.643	12.3748	12.5299	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.942	290.799	101335	1.20837	1012.22	0.0239524	0.0307747	0.0093099	1249.4	2012.15	0.00770451	62.093	762.745	283.418	2.52187	2.15872	0.0927048	3.32092	-3.1004e-14	-4.38637e-16	3.32092	5.30118	214.652	40.5636	1.59964	NaN	0.244274	0.266611	-161.033	-0.0248397	0.379032	-0.0266892	0	98.2095	-14.9037	33.7121	83.948	128.026	179.558	269.011	-0.0715101	1.0083	9.08559	1.01363	19.2954	1.05029	-0.311034	1.05029	0.435575	1.05029	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	4	27	0	15	24	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	100	0	0	0	0	30	18000	18000	18000	18000	NaN	80	0.337545	0.121645	0.0740311	0.00423851	0.000093871	16.144	NaN	NaN	0.00742814	-0.000311034	0.435575	NaN	NaN	284.378	101468	24.4722	409.344	12.0384	9.86583	79.4729	84.0199	1.87124	0.000118138	0.000128137	0.0000118028	0.0000145942	9999.99	9999.99	9999.99	101455	0	285.05	224
DATA	2021-03-06T030000_smart3-00433.ghg	2021-03-06	03:30:00	65.1458	0	18000	18000	-0.0779907	0	NaN	11.106	0	NaN	24.6709	0	NaN	0.421335	1	NaN	0.55699	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.55658e-10	4.56999e-12	NaN	NaN	17.5675	421.146	426.419	0	0	515.769	12.3645	12.5193	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	292.069	290.927	101291	1.20733	1012.21	0.023973	0.0360929	0.00929415	1247.84	2028.42	0.00769811	61.5177	780.584	283.4	1.98973	2.21435	0.167651	2.98169	-5.03026e-15	8.86055e-15	2.98169	4.73546	206.821	48.0583	3.22327	NaN	0.254161	0.257763	-130.198	-0.0307225	0.450166	-0.0357562	0	101.755	-15.4418	34.9294	86.9791	132.649	186.041	278.724	-0.0773361	1.00846	12.3968	1.01319	22.6072	1.04628	-0.345153	1.04628	0.510398	1.04628	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	1	18	0	14	16	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	100	0	0	0	0	30	18000	18000	18000	18000	NaN	80	0.285478	0.156705	0.073344	0.00608682	0.000175006	20.0255	NaN	NaN	0.010144	-0.000345153	0.510398	NaN	NaN	284.357	101471	24.46	409.3	12.0167	9.8394	79.4626	82.6552	1.96233	0.000111236	0.000116484	0.0000120323	0.0000136957	9999.99	9999.99	9999.99	101459	0	285.057	096
DATA	2021-03-06T033000_smart3-00433.ghg	2021-03-06	04:00:00	65.1666	0	18000	18000	-0.071408	0	NaN	7.29491	0	NaN	25.3837	0	NaN	0.540614	2	NaN	0.573157	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.89503e-11	1.72168e-12	NaN	NaN	17.5696	421.382	426.633	0	0	513.13	12.3067	12.4601	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	292.198	291.061	101291	1.2068	1012.18	0.0239836	0.0371406	0.0092466	1242.03	2045.62	0.00766209	60.7164	803.593	283.33	2.1179	2.28844	0.161042	3.12225	1.61983e-14	3.35525e-15	3.12225	5.62709	207.714	47.2164	2.95656	NaN	0.243252	0.260586	-173.772	-0.0230187	0.287385	-0.024551	0	104.167	-15.8078	35.7573	89.0407	135.793	190.451	285.331	-0.0708145	1.00838	8.6737	1.01336	23.4807	1.04793	-0.0577355	1.04793	0.530188	1.04793	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	3	11	0	18	21	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	100	0	0	0	0	25	18000	18000	18000	18000	NaN	80	0.335428	0.122382	0.0633614	0.00463556	0.000185118	23.1549	NaN	NaN	0.00710085	-0.0000577355	0.530188	NaN	NaN	284.456	101479	24.46	409.458	11.9585	9.76801	79.5128	81.7844	2.20468	0.000135542	0.000139937	0.0000146301	0.0000164163	9999.99	9999.99	9999.99	101463	0	285.122	244
