DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	air_t_mean	air_p_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ch4_mean	rssi_77_mean	ch4_aux-1_mean	ch4_aux-2_mean	ch4_aux-3_mean	ch4_aux-4_mean	ch4_tc_1_mean	ch4_tc_2_mean	ch4_tc_3_mean	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	129
DATA	2020-10-02T233000_smart3-00433.ghg	2020-10-03	00:00:00	277	0	18000	18000	-0.0305045	0	NaN	-28.0139	0	NaN	0.95374	0	NaN	0.53382	0	NaN	0.021541	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.75509e-11	6.43535e-13	NaN	NaN	16.6685	400.028	403.801	0.1	0	389.345	9.34389	9.43202	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	292.204	291.339	101228	1.20623	1010.56	0.023999	0.00139586	0.00701599	943.314	2082	0.00581644	45.3082	1138.68	279.282	-2.23372	1.1508	0.133595	2.51628	-3.79822e-14	1.65287e-15	2.51628	4.33665	101.826	152.743	3.04338	NaN	0.159025	0.183529	12.6313	0.316673	-29.3726	0.144515	1	58.1635	26	56	123	245	580	3051	-0.0301206	1.01275	-27.2565	1.02598	2.10249	1.09616	1.67866	1.09616	0.0474863	1.09616	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	13	11	6	8	11	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	605	18000	0	31	18000	18000	18000	18000	NaN	80	0.16832	0.151275	0.047463	0.151823	0.00192339	1.69074	NaN	NaN	-0.0223602	0.00167866	0.0474863	NaN	NaN	285.061	101077	24.43	390.835	9.12914	5.75045	82.6665	2.45997	3.06437	0.000547486	0.000568738	0.0000520019	0.0000636765	9999.99	9999.99	9999.99	014
DATA	2020-10-03T000000_smart3-00433.ghg	2020-10-03	00:30:00	277.0208	0	18000	18000	-0.0817161	0	NaN	-42.5456	0	NaN	4.06863	0	NaN	0.600595	0	NaN	0.0919198	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.41176e-11	5.74413e-13	NaN	NaN	16.6291	399.513	403.351	0.1	0	396.058	9.51526	9.60667	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	292.519	291.638	101228	1.20492	1010.66	0.0240249	0.0059564	0.00713696	960.562	2121.35	0.00592317	45.2807	1160.79	279.544	-2.78046	2.36417	0.236566	3.65735	-2.01215e-14	1.45033e-15	3.65735	6.71409	115.291	139.626	3.70861	NaN	0.26042	0.395224	36.5264	0.10951	-10.457	0.134158	0	84.4895	-12.8216	29.0025	72.2204	110.141	154.474	231.43	-0.0809313	1.0097	-41.4852	1.02012	5.64689	1.08558	2.35459	1.08558	0.127576	1.08558	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	3	17	3	8	23	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	11019	18000	0	21	18000	18000	18000	18000	NaN	80	0.42602	0.241859	0.12257	0.0840777	0.000746101	6.86551	NaN	NaN	-0.0340667	0.00235459	0.127576	NaN	NaN	285.3	101078	24.4177	390.232	9.29421	6.00935	82.641	2.39837	3.5126	0.000462453	0.00048421	0.00004514	0.0000541971	9999.99	9999.99	9999.99	061
DATA	2020-10-03T003000_smart3-00433.ghg	2020-10-03	01:00:00	277.0416	0	18000	18000	-0.0377353	0	NaN	-31.403	0	NaN	-0.514545	0	NaN	0.468125	0	NaN	-0.0116193	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.31202e-10	3.14033e-12	NaN	NaN	16.6831	400.33	404.203	0.1	0	399.31	9.58192	9.67462	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	292.034	291.148	101181	1.20636	1010.69	0.0239962	-0.000752929	0.00719556	966.822	2057.12	0.00596469	46.9988	1090.3	279.639	-2.13677	1.09893	0.131743	2.4064	-1.00539e-13	7.86439e-15	2.4064	5.32261	100.84	152.784	3.13833	NaN	0.176862	0.323022	15.4964	0.258125	61.0306	0.145627	1	45.508	20	44	94	185	432	2183	-0.0373086	1.01144	-30.7269	1.02313	0.972726	1.08424	1.79721	1.08424	0.0219657	1.08424	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	9	23	6	9	29	22	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	1517	18000	0	31	18000	18000	18000	18000	NaN	80	0.40768	0.18291	0.0554537	0.107538	0.00098944	0.236841	NaN	NaN	-0.0252015	0.00179721	0.0219657	NaN	NaN	284.741	101081	24.4	390.721	9.35191	6.09951	82.5593	2.42024	3.28857	0.000451697	0.00046208	0.0000459069	0.000053513	9999.99	9999.99	9999.99	059
DATA	2020-10-03T010000_smart3-00433.ghg	2020-10-03	01:30:00	277.0624	0	18000	18000	-0.0073535	0	NaN	-13.1901	0	NaN	-1.45408	1	NaN	0.320082	0	NaN	-0.032832	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.03712e-11	-7.30213e-13	NaN	NaN	16.6976	400.527	404.421	0.1	0	401.459	9.62984	9.72348	0.2	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.924	291.034	101181	1.20681	1010.71	0.0239871	-0.00212751	0.00723429	971.643	2042.36	0.00599454	47.5745	1070.72	279.711	-1.28291	0.328839	0.0600424	1.32575	-1.02532e-14	-1.8189e-15	1.32575	2.66324	89.4358	165.623	2.59579	NaN	0.0780597	0.101469	3.17198	1.26104	9.07106	0.138534	1	83.7768	37	81	175	347	818	4225	-0.00717081	1.02548	-12.6261	1.05138	-0.686045	1.13618	0.839323	1.13618	-0.0154903	1.13618	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800100119	899999999	899999999	89999	89999	89	89	10	33	12	13	17	25	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	5815	18000	0	16	18000	18000	18000	18000	NaN	80	0.103394	0.083666	0.0158773	0.113808	0.00121586	2.21194	NaN	NaN	-0.0103515	0.000839323	-0.0154903	NaN	NaN	284.312	101083	24.4223	390.464	9.38789	6.15533	82.4438	2.43032	3.17988	0.000436207	0.000450375	0.0000429937	0.0000515581	9999.99	9999.99	9999.99	001
DATA	2020-10-03T013000_smart3-00433.ghg	2020-10-03	02:00:00	277.0833	0	18000	18000	-0.00769679	1	NaN	-5.31816	1	NaN	-1.80744	0	NaN	-0.100787	2	NaN	-0.0407975	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.12214e-10	-2.71381e-12	NaN	NaN	16.7781	401.903	405.848	0	0	405.767	9.71975	9.81515	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.599	290.702	101209	1.20847	1010.75	0.023954	-0.00264368	0.00731191	980.95	2000.1	0.00605054	49.0451	1019.15	279.849	-0.642894	-1.09791	0.0144977	1.27237	9.80401e-14	-6.68812e-15	1.27237	2.39146	16.6053	239.648	0.652856	NaN	0.0798061	0.200069	8.40875	0.475695	2.94237	0.0545562	1	63.3068	28	62	135	272	653	3524	-0.00758939	1.01415	-5.27693	1.02785	-1.41584	1.07405	0.155349	1.07405	-0.0319582	1.07405	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800010119	800111119	899999999	899999999	89999	89999	89	89	8	6	14	15	15	21	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	6519	18000	0	41	18000	18000	18000	18000	NaN	80	0.130813	0.258133	0.0111915	0.104959	0.000920548	3.5111	NaN	NaN	-0.00432017	0.000155349	-0.0319582	NaN	NaN	283.803	101090	24.43	391.617	9.47104	6.28404	82.1581	2.48465	2.84117	0.000484488	0.000502311	0.0000466292	0.0000567416	9999.99	9999.99	9999.99	232
DATA	2020-10-03T020000_smart3-00433.ghg	2020-10-03	02:30:00	277.1041	0	18000	18000	-0.0132334	0	NaN	-18.3138	0	NaN	-0.410683	2	NaN	0.538007	0	NaN	-0.00926868	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.38895e-10	-3.39227e-12	NaN	NaN	16.8099	402.42	406.415	0.1	0	410.553	9.82844	9.926	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.472	290.565	101226	1.2092	1010.81	0.0239395	-0.00060061	0.00739817	992.055	1982.89	0.00611824	50.0307	990.839	280.013	-1.8423	0.0480857	0.090006	1.84512	-2.8136e-13	-8.26267e-15	1.84512	3.15408	75.0464	178.505	2.79603	NaN	0.104613	0.351514	5.50077	0.727171	44.5936	0.143228	1	80.8822	36	79	174	352	849	4647	-0.0129902	1.01872	-17.6703	1.03796	0.47427	1.12045	1.25714	1.12045	0.0107038	1.12045	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800100019	899999999	899999999	89999	89999	89	89	25	18	15	13	11	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	6926	18000	0	16	18000	18000	18000	18000	NaN	80	0.0892421	0.593059	0.020726	0.220482	0.00302433	6.07095	NaN	NaN	-0.014457	0.00125714	0.0107038	NaN	NaN	283.738	101095	24.43	392.248	9.58001	6.45067	82.0027	2.51803	2.68701	0.000385018	0.00040727	0.0000357839	0.0000449548	9999.99	9999.99	9999.99	020
DATA	2020-10-03T023000_smart3-00433.ghg	2020-10-03	03:00:00	277.1249	0	18000	18000	-0.0479063	0	NaN	-33.4089	0	NaN	1.2525	0	NaN	0.495353	0	NaN	0.0282804	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.14892e-11	1.80493e-12	NaN	NaN	16.6902	400.233	404.319	0.1	0	421.388	10.1049	10.2081	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.966	291.033	101226	1.20713	1010.97	0.0239801	0.00183257	0.00759341	1019.87	2042.19	0.00629046	49.9402	1022.32	280.417	-2.18716	1.67294	0.166365	2.75863	3.51282e-14	4.2833e-15	2.75863	6.69123	112.232	142.588	3.45742	NaN	0.199214	0.347607	20.824	0.192086	-26.6737	0.13742	1	45.3757	20	43	92	179	412	2007	-0.0474072	1.01053	-32.6441	1.0214	2.767	1.08254	1.89742	1.08254	0.0624764	1.08254	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	801000019	899999999	899999999	89999	89999	89	89	10	16	4	7	15	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	12120	18000	0	36	18000	18000	18000	18000	NaN	80	0.396632	0.2311	0.0674827	0.130224	0.00103151	2.67811	NaN	NaN	-0.0267493	0.00189742	0.0624764	NaN	NaN	284.326	101100	24.43	390.246	9.8528	6.85963	81.9022	2.42947	3.21124	0.000340516	0.000357592	0.0000298699	0.0000378088	9999.99	9999.99	9999.99	189
DATA	2020-10-03T030000_smart3-00433.ghg	2020-10-03	03:30:00	277.1458	0	18000	18000	-0.0417685	1	NaN	-25.6959	0	NaN	1.00416	0	NaN	0.101743	1	NaN	0.0226684	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.05097e-11	-1.79395e-12	NaN	NaN	16.7249	400.862	404.993	0.1	0	425.525	10.199	10.3041	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.761	290.82	101206	1.20774	1011.02	0.023968	0.00146892	0.00766796	1029.13	2014.96	0.00634903	51.0744	985.833	280.549	-2.35941	1.54807	0.165406	2.82679	-1.20513e-14	-4.21584e-15	2.82679	5.46421	106.311	146.73	3.35451	NaN	0.185968	0.514349	22.0223	0.181634	-25.5894	0.113161	1	51.4152	22	49	104	203	466	2275	-0.0413391	1.01039	-25.1119	1.02114	2.17861	1.08232	1.20383	1.08232	0.049181	1.08232	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	6	4	1	3	8	9	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	3118	18000	0	26	18000	18000	18000	18000	NaN	80	0.613977	0.339877	0.0748443	0.126048	0.00163747	1.96683	NaN	NaN	-0.020566	0.00120383	0.049181	NaN	NaN	284.395	101106	24.43	391.129	9.95136	7.00549	81.9051	2.53009	2.62367	0.000323144	0.000344799	0.0000277465	0.0000361059	9999.99	9999.99	9999.99	092
DATA	2020-10-03T033000_smart3-00433.ghg	2020-10-03	04:00:00	277.1666	0	18000	18000	-0.0202135	0	NaN	-20.155	0	NaN	-2.47475	0	NaN	0.437209	0	NaN	-0.0558404	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.99989e-11	5.03535e-13	NaN	NaN	16.796	401.889	405.998	0.1	0	422.892	10.1188	10.2222	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.271	290.338	101206	1.20978	1010.96	0.0239277	-0.00361846	0.00762051	1021.07	1954.62	0.0062991	52.2388	933.55	280.434	-1.83461	0.492268	0.0931287	1.90179	-3.99826e-14	1.19069e-15	1.90179	3.71615	90.2336	164.98	2.80684	NaN	0.129261	0.150628	9.42809	0.424264	8.14423	0.127489	1	54.8992	24	53	116	233	555	2944	-0.0199379	1.01382	-19.75	1.02784	-1.27084	1.09063	1.2955	1.09063	-0.0286752	1.09063	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	12	13	9	4	17	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	0	0	0	101	0	2906	18000	0	41	18000	18000	18000	18000	NaN	80	0.106334	0.165963	0.028959	0.121996	0.000935271	2.12661	NaN	NaN	-0.0161483	0.0012955	-0.0286752	NaN	NaN	283.51	101107	24.4226	391.565	9.85885	6.8696	81.7599	2.69309	2.02478	0.000348125	0.000373949	0.0000359955	0.0000398518	9999.99	9999.99	9999.99	252
