DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	air_t_mean	air_p_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ch4_mean	rssi_77_mean	ch4_aux-1_mean	ch4_aux-2_mean	ch4_aux-3_mean	ch4_aux-4_mean	ch4_tc_1_mean	ch4_tc_2_mean	ch4_tc_3_mean	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1s-1m-2]	[µmol+1s-1m-2]	[µmol+1s-1m-2]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[µmol+1mol_a-1]	[µmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm+1hour-1]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[deg]	[deg]	[deg]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[µmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	[µmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	129
DATA	2021-01-18T233000_smart3-00433.ghg	2021-01-19	00:00:00	19	0	18000	18000	-0.00960987	1	NaN	5.75952	0	NaN	18.9831	1	NaN	-0.046912	2	NaN	0.426012	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.34133e-12	5.46538e-14	NaN	NaN	18.4887	432.69	433.788	0.1	0	108.172	2.53156	2.53799	-0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	284.905	284.677	101214	1.23745	1006.71	0.023403	0.0276056	0.00194927	256.091	1355.24	0.00157522	18.8964	1099.15	261.744	0.54186	1.0433	0.0859765	1.17876	-2.58332e-14	5.05247e-16	1.17876	1.82137	193.431	62.5539	4.18275	NaN	0.088124	0.0798003	-10.4407	-0.383115	0.303402	-0.0524636	1	39.9771	18	32	53	80	130	300	-0.00947822	1.01389	6.76827	1.01433	18.3366	1.02837	-0.516736	1.02837	0.411503	1.02837	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	12	12	0	4	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	18000	18000	0	36	18000	18000	18000	18000	NaN	51	0.045957	0.0991835	0.0144601	0.0298198	0.0355377	4724.53	NaN	NaN	0.00543305	-0.000516736	0.411503	NaN	NaN	278.126	102725	24.4315	416.179	2.43489	-14.8544	48.7362	120.176	0.540255	0.000371002	0.000428196	0.0000395861	0.0000472686	9999.99	9999.99	9999.99	204
DATA	2021-01-19T000000_smart3-00433.ghg	2021-01-19	00:30:00	19.0208	0	18000	18000	-0.0109031	1	NaN	15.6371	1	NaN	19.9321	1	NaN	-2.44759	0	NaN	0.44728	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.89212e-11	1.52501e-12	NaN	NaN	18.8533	441.812	445.185	0	0	323.336	7.5771	7.63495	-0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	285.298	284.614	101218	1.23544	1009.45	0.0234342	0.0289838	0.00582651	765.303	1349.49	0.00471615	56.7104	584.189	276.291	0.54535	1.2342	0.123832	1.35498	-2.29784e-14	4.71648e-15	1.35498	1.98898	188.85	66.161	5.24359	NaN	0.0939432	0.0452683	-4.66276	-0.857861	0.784518	-0.133471	1	34.6408	15	27	45	67	106	234	-0.0107677	1.01258	16.5708	1.01366	18.5981	1.02949	-3.37578	1.02949	0.417345	1.02949	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	4	2	0	13	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	18000	18000	0	31	18000	18000	18000	18000	NaN	76	0.0364159	0.0383912	0.0157295	0.113292	0.00921749	573.979	NaN	NaN	0.0132874	-0.00337578	0.417345	NaN	NaN	277.949	102728	24.45	424.105	7.27338	2.70422	75.6094	121.648	0.53912	0.00022877	0.000263225	0.0000257038	0.0000297658	9999.99	9999.99	9999.99	026
DATA	2021-01-19T003000_smart3-00433.ghg	2021-01-19	01:00:00	19.0416	0	18000	18000	-0.01568	1	NaN	9.60025	0	NaN	3.21488	1	NaN	-2.38539	0	NaN	0.0721817	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.29682e-11	-7.80245e-13	NaN	NaN	18.7692	440.772	444.328	0.2	0	340.824	8.00383	8.06841	-0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	285.902	285.178	101218	1.2328	1009.69	0.0234838	0.00467737	0.00614165	808.294	1400.7	0.00498188	57.7065	592.406	277.065	0.695268	1.23762	0.127676	1.42527	-6.51945e-15	-2.28929e-15	1.42527	2.18242	194.621	60.6736	5.13945	NaN	0.112779	0.0515058	-13.1413	-0.304384	2.98619	-0.0683873	1	39.1448	17	31	52	80	130	307	-0.0154917	1.01216	9.65802	1.01346	2.69769	1.03002	-2.83951	1.03002	0.0605695	1.03002	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	4	4	0	12	4	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	18000	18000	0	36	18000	18000	18000	18000	NaN	80	0.0562272	0.0275195	0.0192649	0.0158024	0.00278548	17.0845	NaN	NaN	0.00775904	-0.00283951	0.0605695	NaN	NaN	277.688	102704	24.45	421.915	7.66142	3.4715	78.134	120.68	0.539407	0.0000878786	0.0000980481	0.0000102473	0.0000113101	9999.99	9999.99	9999.99	052
DATA	2021-01-19T010000_smart3-00433.ghg	2021-01-19	01:30:00	19.0624	0	18000	18000	-0.0147346	0	NaN	6.48276	0	NaN	9.23039	0	NaN	-0.173471	1	NaN	0.207315	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.51002e-12	6.25775e-14	NaN	NaN	18.9412	445.243	448.806	0.1	0	337.689	7.93791	8.00142	-0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	286.253	285.534	101244	1.2316	1009.66	0.0235066	0.013434	0.00608515	801.859	1433.93	0.00494083	55.9204	632.07	276.952	0.694126	1.09131	0.0861061	1.29622	-1.52681e-14	1.85311e-16	1.29622	2.17866	197.178	57.5416	3.80889	NaN	0.109379	0.0631029	-17.7565	-0.225269	0.702328	-0.0476627	1	38.0655	17	30	52	80	132	318	-0.0145459	1.01298	6.92658	1.01385	8.63172	1.02909	-0.59411	1.02909	0.193869	1.02909	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	7	7	0	23	1	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	18000	18000	0	31	18000	18000	18000	18000	NaN	79	0.0701214	0.0375617	0.0185227	0.0208217	0.00292727	25.9299	NaN	NaN	0.0055702	-0.00059411	0.193869	NaN	NaN	277.516	102676	24.45	425.634	7.5883	3.3313	78.0605	119.442	0.54198	0.0000680979	0.0000833885	0.00000759409	0.00000902787	9999.99	9999.99	9999.99	000
DATA	2021-01-19T013000_smart3-00433.ghg	2021-01-19	02:00:00	19.0833	0	18000	18000	-0.0100001	0	NaN	7.96561	0	NaN	5.83998	0	NaN	-0.075446	0	NaN	0.131151	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.72552e-11	-3.039e-13	NaN	NaN	19.1775	450.613	454.218	0.1	0	337.755	7.93623	7.99971	-0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	286.136	285.417	101244	1.23211	1009.66	0.023497	0.00849861	0.00608635	801.689	1422.97	0.00493978	56.3392	621.28	276.949	0.552607	1.09222	0.0956084	1.22779	-6.3264e-15	-8.99764e-16	1.22779	1.88763	190.921	63.1629	4.46618	NaN	0.0900903	0.0536304	-8.07476	-0.495371	1.36398	-0.071075	1	38.2707	17	30	50	76	121	276	-0.00986704	1.01349	8.19164	1.01412	5.30436	1.02865	-0.548915	1.02865	0.119123	1.02865	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	8	8	0	11	0	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	18000	18000	0	31	18000	18000	18000	18000	NaN	80	0.0572967	0.0375032	0.0124608	0.0215239	0.0066347	11.5905	NaN	NaN	0.00658487	-0.000548915	0.119123	NaN	NaN	277.307	102670	24.45	430.645	7.58458	3.32426	78.9728	120.121	0.539983	0.0000735892	0.0000855642	0.00000801725	0.00000971537	9999.99	9999.99	9999.99	106
DATA	2021-01-19T020000_smart3-00433.ghg	2021-01-19	02:30:00	19.1041	0	18000	18000	-0.0521671	1	NaN	-1.73671	2	NaN	8.41411	1	NaN	5.07229	2	NaN	0.189011	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.89402e-10	5.13516e-12	NaN	NaN	19.2204	452.091	455.747	0	1	341.047	8.02192	8.08679	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	286.424	285.696	101241	1.23082	1009.71	0.0235214	0.0122479	0.00614567	810.294	1449.29	0.00499315	55.9099	638.992	277.1	1.30614	1.54988	0.115075	2.03011	-1.17916e-13	1.5057e-14	2.03011	3.43842	204.294	49.878	3.2495	NaN	0.205874	0.196363	441.963	0.00905053	-0.206405	0.0067879	0	119.375	-18.1156	40.9774	102.04	155.617	218.255	326.985	-0.0518126	1.00684	-1.23581	1.01128	8.11811	1.03731	4.89829	1.03731	0.182361	1.03731	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	3	13	1	42	5	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	18000	18000	0	31	18000	18000	18000	18000	NaN	80	0.183105	0.17734	0.0322822	0.0363422	0.0243556	13.7796	NaN	NaN	-0.000994393	0.00489829	0.182361	NaN	NaN	277.526	102657	24.4515	432	7.66547	3.47275	79.076	119.049	0.543301	0.000138232	0.000158753	0.0000152582	0.0000179659	9999.99	9999.99	9999.99	075
DATA	2021-01-19T023000_smart3-00433.ghg	2021-01-19	03:00:00	19.1249	0	18000	18000	-0.0535326	1	NaN	8.5966	1	NaN	17.2686	1	NaN	0.730432	2	NaN	0.387998	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.27947e-11	2.28413e-13	NaN	NaN	18.8932	444.795	448.355	0	1	337.285	7.94057	8.00413	-0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	286.643	285.922	101227	1.22972	1009.67	0.0235426	0.0251423	0.00607788	801.99	1470.95	0.00494249	54.5218	668.962	276.954	1.45534	1.29351	0.0732236	1.94847	2.36812e-14	6.77211e-16	1.94847	3.85592	212.467	41.6307	2.15369	NaN	0.208644	0.168873	-92.9306	-0.0430429	0.497817	-0.0331844	0	112.715	-17.105	38.6915	96.3473	146.936	206.079	308.744	-0.0530008	1.01003	9.48103	1.01271	16.2046	1.03478	0.0973629	1.03478	0.364092	1.03478	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800010019	899999999	899999999	89999	89999	89	89	0	14	0	37	21	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	18000	18000	0	31	18000	18000	18000	18000	NaN	80	0.205554	0.0939179	0.0382735	0.00892853	0.000930689	18.6908	NaN	NaN	0.00763606	0.0000973629	0.364092	NaN	NaN	277.559	102651	24.47	424.723	7.58225	3.31688	79.2221	119.263	0.541968	0.000136465	0.000169431	0.0000159182	0.0000183757	9999.99	9999.99	9999.99	089
DATA	2021-01-19T030000_smart3-00433.ghg	2021-01-19	03:30:00	19.1458	0	18000	18000	-0.0310598	0	NaN	8.90167	0	NaN	16.6737	0	NaN	-0.271333	0	NaN	0.374696	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.68422e-12	-1.53503e-13	NaN	NaN	18.8452	443.925	447.436	0	0	333.108	7.84686	7.90892	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	286.812	286.099	101227	1.229	1009.62	0.0235565	0.0242803	0.00600261	792.549	1488.08	0.00488413	53.2597	695.534	276.786	1.27366	1.35445	0.0865938	1.86124	-3.09881e-14	-4.6082e-16	1.86124	3.1908	208.242	46.7607	2.66663	NaN	0.158973	0.115323	-39.697	-0.100763	0.533874	-0.045127	1	40.9244	18	33	58	92	159	413	-0.0307434	1.01029	9.74918	1.01276	15.6411	1.03391	-0.87999	1.03391	0.351491	1.03391	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800010019	899999999	899999999	89999	89999	89	89	3	20	0	42	12	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	18000	18000	0	31	18000	18000	18000	18000	NaN	80	0.15577	0.0414399	0.0334368	0.012271	0.00134298	14.9998	NaN	NaN	0.00785698	-0.00087999	0.351491	NaN	NaN	277.535	102650	24.4659	423.61	7.48771	3.13977	79.2895	120.136	0.541319	0.000131074	0.000167321	0.0000155745	0.0000179024	9999.99	9999.99	9999.99	014
DATA	2021-01-19T033000_smart3-00433.ghg	2021-01-19	04:00:00	19.1666	0	18000	18000	-0.0694071	1	NaN	9.23159	1	NaN	14.1898	1	NaN	0.236745	1	NaN	0.318908	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.62148e-10	-4.6819e-12	NaN	NaN	18.7385	441.548	445.058	0	0	334.665	7.88593	7.94861	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	286.917	286.201	101233	1.22862	1009.65	0.0235637	0.0206652	0.00603065	796.534	1498.01	0.00490846	53.1729	701.474	276.857	1.55711	0.984205	0.0195491	1.84218	-1.06529e-13	-1.39898e-14	1.84218	4.3226	222.555	32.2959	0.60803	NaN	0.23768	0.547939	-127.934	-0.0312662	0.650578	-0.0313109	0	124.652	-18.9165	42.7891	106.551	162.497	227.904	341.442	-0.068696	1.01035	9.93244	1.01278	13.2444	1.03372	-0.378236	1.03372	0.297659	1.03372	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	2	8	0	20	8	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	18000	18000	0	36	18000	18000	18000	18000	NaN	80	0.929587	0.127673	0.0386169	0.0181642	0.000956824	24.3883	NaN	NaN	0.00800695	-0.000378236	0.297659	NaN	NaN	277.869	102627	24.46	421.815	7.53352	3.22222	79.3695	120.789	0.541118	0.0000835801	0.000101995	0.00000886089	0.0000109991	9999.99	9999.99	9999.99	229
