,NDVI,EVI2,CLr,MNDVI,MNDWI,LSWI,NDII
20,0.3279874920845032,0.19181691110134125,0.6102712750434875,0.1928766816854477,-0.1006431132555008,0.2795555293560028,0.4664429724216461
40,0.33024823665618896,0.1953916847705841,0.6151764988899231,0.19415885210037231,-0.0968347042798996,0.283888041973114,0.47063928842544556
60,0.34491580724716187,0.20566512644290924,0.6632226705551147,0.2045430690050125,-0.10319432616233826,0.29033398628234863,0.47952768206596375
80,0.3852567672729492,0.23642392456531525,0.7568804621696472,0.22625689208507538,-0.12316936254501343,0.29967355728149414,0.49160701036453247
100,0.45930373668670654,0.2780962288379669,1.0887750387191772,0.2829940617084503,-0.17937348783016205,0.30656710267066956,0.49782776832580566
