,NDVI,EVI,EVI2,CLr,MNDVI,MNDWI,LSWI,NDII
20,0.7083791494369507,0.44206956028938293,0.3987996578216553,2.1782259941101074,0.45797502994537354,-0.5327947735786438,0.21754573285579681,0.47796863317489624
40,0.6990758180618286,0.38529762625694275,0.38116830587387085,2.126229763031006,0.451200008392334,-0.5075146555900574,0.22689296305179596,0.485012948513031
60,0.7051224112510681,0.4042080342769623,0.37509235739707947,2.1673099994659424,0.4622967839241028,-0.5188995003700256,0.22348839044570923,0.4820532500743866
80,0.6944102048873901,0.4200679659843445,0.3791559636592865,2.1716041564941406,0.457061231136322,-0.5355148315429688,0.20363938808441162,0.45762601494789124
100,0.6593689918518066,0.40887451171875,0.3770279288291931,2.0721275806427,0.4371832311153412,-0.5155799984931946,0.19065117835998535,0.4274948239326477
