,NDVI,EVI2,CLr,MNDVI,MNDWI,LSWI,NDII
20,0.5899985432624817,0.27428245544433594,1.251448631286621,0.3637464642524719,-0.2755115032196045,0.3137710392475128,0.520038366317749
40,0.6070795655250549,0.2769775986671448,1.3577492237091064,0.38022252917289734,-0.2885242998600006,0.31943944096565247,0.5286949872970581
60,0.6460680961608887,0.3007121682167053,1.6140583753585815,0.41434767842292786,-0.28654414415359497,0.3711911737918854,0.5767428278923035
80,0.5958953499794006,0.28522101044654846,1.4691115617752075,0.3761815130710602,-0.2299288958311081,0.3691767752170563,0.571931004524231
100,0.5736796855926514,0.28284168243408203,1.4394638538360596,0.3613590896129608,-0.19226521253585815,0.38109084963798523,0.5816318392753601
