,NDVI,EVI2,CLr,MNDVI,MNDWI,LSWI,NDII
20,0.5902358889579773,0.2741863429546356,1.256380319595337,0.36397436261177063,-0.27828651666641235,0.31292805075645447,0.5191009044647217
40,0.6045084595680237,0.27748849987983704,1.3546489477157593,0.378387987613678,-0.28417131304740906,0.3217911720275879,0.529424250125885
60,0.6463814377784729,0.30083799362182617,1.613965392112732,0.4142031669616699,-0.2903616726398468,0.3668789863586426,0.5745576620101929
80,0.562150776386261,0.27181243896484375,1.3966107368469238,0.3551546335220337,-0.2035444676876068,0.3621131479740143,0.5592758059501648
100,0.580424427986145,0.2855067551136017,1.453946590423584,0.36555397510528564,-0.1973705291748047,0.3826409578323364,0.584344208240509
