,NDVI,EVI2,CLr,MNDVI,MNDWI,LSWI,NDII
20,0.5889695286750793,0.273647665977478,1.25131356716156,0.36361950635910034,-0.2756999731063843,0.31275999546051025,0.5184216499328613
40,0.6047145128250122,0.27824240922927856,1.3391724824905396,0.3770585060119629,-0.2872829735279083,0.3187045753002167,0.5271179676055908
60,0.6470576524734497,0.30128511786460876,1.6171940565109253,0.4151712656021118,-0.29378893971443176,0.36578798294067383,0.5730891227722168
80,0.5995510220527649,0.2855621874332428,1.476655125617981,0.3787164092063904,-0.23464545607566833,0.368520051240921,0.571300208568573
100,0.5739887952804565,0.28289976716041565,1.4400508403778076,0.3615766167640686,-0.19279351830482483,0.3809228241443634,0.5815576314926147
