,NDVI,EVI2,CLr,MNDVI,MNDWI,LSWI,NDII
20,0.326615571975708,0.19075699150562286,0.6068533062934875,0.19206742942333221,-0.10083571821451187,0.2779098153114319,0.46446698904037476
40,0.33065593242645264,0.19520245492458344,0.6144936680793762,0.19396811723709106,-0.09751002490520477,0.2831840515136719,0.47025546431541443
60,0.3407984972000122,0.20251496136188507,0.6513186693191528,0.20198620855808258,-0.0997944176197052,0.29051509499549866,0.4794888496398926
80,0.37913256883621216,0.23089762032032013,0.7457500100135803,0.2230672538280487,-0.11852020025253296,0.3006821572780609,0.49231645464897156
100,0.4570481777191162,0.27689898014068604,1.0788086652755737,0.28126534819602966,-0.1775658279657364,0.3063339293003082,0.49751442670822144
